SampleID;x1;x2;y;RandomEffect1;RandomEffect2
1;7;6.323333333;0.08677758;3094;L
2;13.4;14.00645161;0.0628859;3094;L
3;5;14.37096774;0.022134305;3094;L
4;13.25;16.18709677;0.015648;3094;L
5;7;7.773333333;0.12851895;3094;L
6;10.875;14.01612903;0.07563792;3094;L
7;13.4;14.34516129;0.03752085;3094;L
8;7.5;16.02580645;0.01052036;3094;L
9;8;5.323333333;0.03292472;3094;L
10;11.4;10.27741935;0.03334322;3094;L
11;12.3125;13.09354839;0.03417409;3094;L
12;12.25;16.14516129;0.041484;3094;L
13;9.142857143;16.68387097;0.017984315;3094;L
14;16.3;16.10967742;0.012393;3094;L
15;9.5;18.19032258;0.0061505;3094;L
16;57;16.91935484;1.95664904;1516;L
17;6;14.06451613;0.0266072;2728;L
18;8;16.38064516;0.011464;2728;L
19;20.42857143;18.45806452;0.38689;1668;L
20;9;18.42258065;0.0510873;841;L
21;13;17.6516129;0.011192;841;L
22;34.5;16.59677419;0.124014;956;L
23;10;15.6;0.0107573;2141;L
24;13;16.80322581;0.018881;2141;L
25;21;14.32580645;1.1421324;2609;L
26;19;15.89032258;0.55284;2609;L
27;12;14.49677419;0.12443538;2695;L
28;13;15.90322581;0.032396;2695;L
29;52;18.21612903;0.81798;1963;L
30;14;14.26774194;0.07111444;2332;L
31;14;15.8;0.016805;2332;L
32;18.33333333;14.34193548;0.02055708;2317;L
33;11;6.773333333;0.010906;2317;L
34;16;13.83225806;0.02005081;2317;L
35;15;16.61612903;0.00825026;2317;L
36;12;15.88387097;0.029059;2317;L
37;39;16.16774194;0.309039;2055;L
38;15;18.80967742;0.022278;296;M
39;39;17.09354839;2.32189;4152;L
40;59;16.07741935;5.546664157;4152;L
41;69;15.79677419;0.44816;4152;L
42;15;16.07741935;1.6142;4152;L
43;64;17.4483871;3.87764;4152;L
44;78;16.14193548;5.863457644;4152;L
45;72;15.7483871;1.14643;4152;L
46;79;12.55;1.71136806;4152;L
47;19;16.13225806;0.010649;2680;L
48;76;17.75806452;3.43608075;1691;M
49;66.75;17.54516129;2.926413;1691;M
50;37.5;11.30666667;1.02804;1691;M
51;68.4;15.58387097;3.50219975;1691;M
52;50.5;17.98387097;5.305168;1691;M
53;59.75;15.50645161;0.2007995;1691;M
54;39.25;10.78666667;0.16586175;1691;M
55;58.5;19.69032258;0.72260975;1691;M
56;69.5;18.45806452;0.071784;1695;M
57;21;13.76774194;0.051506;718;M
58;133;16.79032258;2.0357247;1372;M
59;82.5;16.54193548;1.2783147;1372;M
60;71;9.886666667;0.04870305;1372;M
61;92.5;15.17419355;0.2127788;1372;M
62;131.5;17.20645161;0.07560495;1372;M
63;84.5;11.14;1.60277025;1372;M
64;105;17.58387097;2.5688025;1372;M
65;77;17.53870968;2.36371136;1372;M
66;110;19.10967742;4.8466505;1372;M
67;113.5;19.16129032;2.738943;1372;M
68;56;11.44666667;1.509971;1372;M
69;96.5;16.48064516;2.378653;1372;M
70;97.5;20.42903226;0.961692;1372;M
71;71;12.32333333;2.0129885;1372;M
72;74.75;15.58709677;0.980789;1372;M
73;94;16.83548387;1.050508;1372;M
74;84;9.723333333;0.998723;1372;M
75;82;14.19333333;1.06255945;1372;M
76;110;18.40967742;1.09036725;1372;M
77;103;18.7516129;1.24598495;1372;M
78;102.25;16.28709677;5.31143895;1372;M
79;76;20.23225806;2.861593238;1372;M
80;66;11.74333333;2.073301138;1372;M
81;83;12.5;0.32657375;1372;M
82;93.66666667;16.26451613;0.36600735;1372;M
83;88;18.92580645;1.26063155;1372;M
84;118;18.73548387;5.549147;3203;M
85;67;16.72903226;2.586375;3203;M
86;49.5;18.09677419;0.21777;1927;M
87;78;15.36451613;6.0212319;2159;M
88;97.5;16.34193548;3.560525;2159;M
89;30;18.23870968;0.166964;1645;M
90;38;19.56129032;0.041607;1390;M
91;20;16.38709677;0.043728;2252;M
92;17;15.87419355;0.036582;2252;M
93;10;17.77096774;0.000425;1726;M
94;51;18.89677419;0.793564;1318;M
95;33;14.04193548;2.1511205;2413;M
96;37;16.98709677;1.0768809;2413;M
97;35;15.79677419;0.965014;2413;M
98;43;18.16451613;0.401012;1405;M
99;73;18.33870968;4.297392;1308;M
100;32;18.88064516;0.165472;1317;M
101;30;17.66451613;0.1770174;1317;M
102;14.5;16.43225806;0.0091865;1100;M
103;9;15.87419355;0.014369602;4094;M
104;9;14.29032258;0.0156;4094;M
105;10;17;0.01105;4094;M
106;13;12.70967742;0.031443679;4094;M
107;7;14.81935484;0.01838;4094;M
108;9;12.51612903;0.02597;4094;M
109;9;14.20322581;0.007982041;4094;M
110;13;14.28709677;0.03343;4094;M
111;13.33333333;13.96666667;0.00867;4058;M
112;14;16.19354839;0.04829;4058;M
113;14;19.10322581;0.0601;4058;M
114;9.333333333;15.79032258;0.0376;4058;M
115;10.66666667;14.90645161;0.06114;4058;M
116;21.33333333;12.62;0.02212;4058;M
117;21;16.97419355;0.02915;4058;M
118;16;14.42258065;0.02185;4058;M
119;12.33333333;15.15483871;0.02946;4058;M
120;13.66666667;16.69354839;0.00121;4058;M
121;10.66666667;15.63548387;0.033706932;4058;M
122;13;11.3;0.010224214;4058;M
123;17.33333333;16.35806452;0.012291816;4058;M
124;15.33333333;17.48709677;0.005529216;4058;M
125;13.33333333;16.48709677;0.040830328;4058;M
126;13.33333333;11.16;0;4058;M
127;12.66666667;13.22333333;0.03286;4058;M
128;11.33333333;15.51290323;0.02518;4058;M
129;14;17.10322581;0.01805;4058;M
130;26.66666667;16.34193548;0.006031872;4058;M
131;10.33333333;13.23666667;0.016116408;4058;M
132;17.33333333;18.12580645;0.004523904;4058;M
133;11;9.753333333;0.000456765;4197;M
134;13.33333333;13.07741935;0.000199375;4197;M
135;10.66666667;15.11935484;0.012636435;4197;M
136;6.333333333;13.41612903;0.00191;4197;M
137;6.666666667;13.99354839;0.00356;4197;M
138;11.33333333;9.133333333;0.00162;4197;M
139;8.666666667;13.75483871;0.00351;4197;M
140;10;13.76774194;0.00012;4197;M
141;13.66666667;10.86333333;0.00205;4197;M
142;9.666666667;15.92258065;0.00497;4197;M
143;10.66666667;15.33870968;0.02059;4197;M
144;11.66666667;16.7516129;0.001575243;4197;M
145;10.66666667;16.44516129;0.003195767;4197;M
146;13;8.856666667;0;4197;M
147;7.666666667;11.7;0.00194;4197;M
148;10;14.4516129;0.00024;4197;M
149;14.33333333;9.086666667;1.00E-04;4197;M
150;20.33333333;13.13225806;0.00129;4197;M
151;12;15.75483871;0.00012;4197;M
152;8;13.40645161;0.005178184;4197;M
153;12;8.293333333;0.002013738;4197;M
154;8.333333333;17.56451613;0.00048469;4197;M
155;9;18.51935484;0.02934;4110;M
156;10;17.02580645;0.045628083;4110;M
157;7;17.11290323;0.00997;4110;M
158;10;15.82903226;0.05238;4110;M
159;10;18.05483871;0.0638;4110;M
160;8;20.6;0.090463873;4110;M
161;14;16.96451613;0.01923;4110;M
162;5;17.39677419;0.05957768;4110;M
163;19;16.48387097;0.005717;1819;M
164;31;17.2483871;0.2158105;547;S
165;32;16.42580645;0.231388;547;S
166;15;13.36666667;0.0053955;123;M
167;15;14.52258065;0.002482;123;M
168;11;12.80967742;0.003159298;4107;M
169;11;13.53870968;0.0298;4107;M
170;5;13.73870968;0.01212;4107;M
171;11;11.33225806;0.03479;4107;M
172;16;15.21935484;0.01827;4107;M
173;11;17.60967742;0.066727056;4107;M
174;13;12.73870968;0.0218;4107;M
175;9.5;9.076666667;0.055257641;4107;M
176;12;17.5483871;0.01115;4209;M
177;13;16.45483871;0.00629;4209;M
178;14;16.40322581;0.00233004;4209;M
179;18;15.67741935;0.0111;4209;M
