SampleID;x1;x2;y;RandomEffect ; 
NW_285705_28.03.2007;0.004375;0.973102426;1.795;T5;
NW_282601_21.03.2007;0.006786;0.973102426;2.163;T5;
NW_281505_21.03.2007;0.007;0.973102426;1.919;T5;
NW_228175_14.06.2006;0.00875;0.54556297;1.738;T5;
NW_420323_28.05.2008;0.01;0.633891585;1.558;T5;
NW_410020_19.09.2006;0.01;0.667620922;1.556;T5;
NW_414207_24.04.2008;0.01;0.656287746;1.562;T5;
NW_686141_02.05.2006;0.01;0.667620922;1.494;T5;
NW_686499_08.05.2008;0.01;0.769657322;1.576;T5;
NW_410305_23.07.2007;0.01;0.667620922;1.76;T5;
NW_411309_16.04.2009;0.01;0.667620922;1.538;T5;
NW_685781_19.05.2009;0.01;0.701344929;1.772;T5;
NW_630809_27.09.2005;0.01;0.845706456;1.623;T5;
NW_630809_25.04.2005;0.01;0.845706456;1.717;T5;
NW_630408_22.09.2005;0.01;0.845706456;1.817;T5;
NW_630408_13.04.2005;0.01;0.845706456;1.577;T5;
NW_629145_28.09.2005;0.01;0.845706456;1.719;T5;
NW_629145_03.05.2005;0.01;0.845706456;1.663;T5;
NW_686189_14.04.2009;0.010313;0.667620922;1.664;T5;
NW_200955_02.04.2009;0.0105;0.937682812;1.665;T5;
NW_200955_08.05.2008;0.0105;0.937682812;1.85;T5;
NW_430924_26.04.2007;0.0115;0.633891585;1.562;T5;
NW_412200_29.04.2009;0.013333;0.667620922;1.596;T5;
NW_461003_05.06.2007;0.013687;0.665762172;1.59;T5;
NW_433100_19.04.2007;0.013687;0.828025696;1.886;T5;
NW_433007_19.04.2007;0.013687;0.828025696;1.94;T5;
NW_431000_02.05.2007;0.013687;0.633891585;1.563;T5;
NW_442203_11.07.2007;0.013687;0.906132861;1.855;T5;
NW_441806_18.04.2007;0.013687;0.906132861;1.5;T5;
NW_442800_28.06.2007;0.013687;0.906132861;1.908;T5;
NW_519856_27.03.2007;0.013687;0.868911114;1.725;T5;
NW_519406_29.03.2007;0.013687;0.868911114;1.817;T5;
NW_451903_04.06.2007;0.014872;0.885999755;1.668;T5;
NW_460205_18.06.2007;0.014872;0.665762172;1.733;T5;
NW_228199_14.06.2006;0.015;0.54556297;1.762;T5;
NW_685598_19.05.2009;0.015;0.769657322;1.623;T5;
HE_10339_24.04.2008;0.015267;0.768758557;1.545;T5.1;
NW_441703_23.04.2007;0.016057;0.906132861;1.597;T5;
NW_228175_17.04.2008;0.016097;0.54556297;1.719;T5;
