SampleID;x1;x2;y;RandomEffect
107000557;0.030015565;4.05;1.825;2006
107000576;0.026328508;7;2.247;2006
107000578;0.065832695;4.04;2.586;2007
107000591;0.02474834;3.93;2.059;2005
107000598;0.1;5.73;2.195;2009
107000675;0.03738968;2.06;1.723;2008
107000675;0.024537651;2.06;1.616;2006
107000753;0.6325;6.64;2.525;2009
107000771;0.102;5.4;2.284;2009
107000820;0.2025;5.87;2.175;2009
107000826;0.14;4.65;1.78;2009
107000832;0.22;6.88;2.409;2009
107000843;0.4325;7;2.264;2009
107000847;0.15;6.04;2.992;2009
107000871;0.1125;2;1.904;2009
107000999;0.17;7;2.429;2009
107001019;0.026328508;4.25;1.838;2012
107001019;0.01842767;4.25;1.714;2007
107001019;0.045;4.25;1.845;2009
107001045;0.08;3.53;1.832;2009
107001045;0.027908675;3.53;1.74;2012
107001045;0.026328508;3.53;1.818;2007
107001051;0.1075;7;1.929;2009
107001051;0.09216882;7;2.08;2012
107001059;0.13009284;3.91;2.069;2012
107001059;0.2225;3.91;1.993;2009
107001063;0.045290518;5.15;2.083;2012
107001063;0.0775;5.15;2.023;2009
107001064;0.0542448;4.96;2.207;2012
107001082;0.064252528;3.84;2.455;2007
107001101;0.02474834;6.6;2.39;2012
107001107;0.0375;7;2.61;2009
107001117;0.192246095;5.92;2.085;2006
107001130;0.04;6.13;2.311;2009
107001487;0.02474834;4.76;2.259;2012
107001487;0.06;4.76;1.958;2008
107001487;0.0475;4.76;2.188;2006
107001490;0.009583333;3.48;1.718;2008
107001490;0.013125;3.48;2.38;2006
107001492;0.02896212;5.8;2.175;2012
107001494;0.0331759;5.96;2.564;2012
107001502;0.086666667;7;2.059;2009
107001502;0.03738968;7;2.444;2012
107001542;0.018333333;4.91;1.991;2008
107001549;0.231666667;6.88;2.34;2008
107001598;0.02474834;5.6;2.393;2012
107001598;0.04;5.6;2.205;2009
107001604;0.06;5.25;1.945;2009
107001606;0.03738968;3.65;1.817;2012
107001606;0.0725;3.65;1.885;2009
107001628;0.04160346;6.72;2.25;2012
107001628;0.056666667;6.72;1.818;2009
107001630;0.092695543;5.94;2.164;2012
107001630;0.195;5.94;2.037;2009
107001638;0.099016213;6.76;2.087;2012
107001638;0.195;6.76;2.218;2009
107001647;0.075;3.6;1.748;2009
107001647;0.02474834;3.6;1.852;2012
107001670;0.12;7;2.15;2009
107001883;0.085;3.4;2.586;2007
107001933;0.07;6.04;2.25;2008
107001933;0.07;6.04;2.429;2005
107001941;0.12;6.33;2.1;2005
107001953;0.51;7;2.369;2005
107001953;0.11;7;2.092;2008
107001956;0.09;6.47;2.233;2005
107001995;0.43;5.16;1.968;2006
107001996;0.41;5.18;2.3;2006
107002006;0.32;2.96;2.018;2007
107002014;0.36;1.04;1.689;2007
107002016;0.465;4.44;2.162;2007
107002159;0.075;4.37;2.053;2009
107002204;0.055;7;2.409;2009
107002207;0.055;6.83;2.39;2007
107002235;0.065;7;2.245;2009
107002279;0.175;7;2.419;2009
107002323;0.22;6.86;2.347;2007
107002356;0.26;3.52;2.558;2007
107002363;0.186666667;5.45;2.493;2004
107003117;0.1375;3.92;2.15;2009
107003190;0.034285714;1;1.929;2007
107003191;0.013214286;4.03;2.114;2007
107003290;0.193333333;6.32;2.082;2006
107003291;0.66;7;2.55;2006
107003292;0.226;6.76;2.433;2006
107003294;0.21;3.41;2.183;2006
107003296;0.412;5.92;2.771;2007
107003297;0.17;6.61;2.186;2006
107003315;0.233333333;7;2.389;2009
107003315;0.029488843;7;2.263;2012
107003318;0.115;4.14;2;2009
107003318;0.023168173;4.14;2.036;2012
107003324;0.086666667;7;2.136;2009
107003324;0.03738968;7;2.314;2012
107003325;0.096666667;7;2.25;2009
107003325;0.02896212;7;2.094;2012
107003327;0.04581724;7;2.06;2012
107003327;0.19875;7;2.285;2009
107003334;0.134285714;6.01;2.061;2009
107003334;0.023168173;6.01;2.016;2012
