SampleID;x1;x2;y;RandomEffect
1;0.037;8.795166667;28.74191;Lowland
2;0.037;6.472;28.62939;Lowland
3;0.0613;0.5375;22.20725;Lowland
4;0.0717;1.45;26.1567;Lowland
5;0.0078;0.5135;21.17934;Lowland
6;0.0103;0.784285714;23.22783;Lowland
7;0.013;0.4881;20.88621;Lowland
8;0.0273;1.036625;21.54869;Lowland
9;0.012;0.284125;22.30487;Lowland
10;0.0212;0.597875;22.02854;Lowland
11;0.0223;7.8625;28.47;Lowland
12;0.0223;8.441666667;28.32;Lowland
13;0.0263;22.8;28.26131;Lowland
14;0.0091;0.19;22.39062;Lowland
15;0.0225;15.45755556;28.16;Lowland
16;0.0337;2.7375;25.77793;Lowland
17;0.037;9.805375;28.6866;Lowland
18;0.037;8.943;28.67524;Lowland
19;0.0352;0.508666667;22.71;Lowland
20;0.0602;0.6072875;23.48233;Lowland
21;0.037;11.8153;28.42106;Lowland
22;0.037;0.982333333;28.41649;Lowland
23;0.037;7.17125;28.67348;Lowland
24;0.037;6.228666667;28.71141;Lowland
25;0.0298;0.2245;27.76105;Lowland
26;0.0516;2.4667;26.75867;Lowland
27;0.0516;0.6555;27.36883;Lowland
28;0.0147;0.337555556;22.93;Lowland
29;0.0323;0.692666667;23.121;Lowland
30;0.0581;0.0352;26.7955;Lowland
31;0.037;14.31475;28.38518;Lowland
32;0;1.1199;24.16303;Mountain
33;0;1.253777778;24.13211;Mountain
34;0.0067;0.584375;25.86762;Mountain
35;0.0067;0.4895;25.69238;Mountain
36;0.0071;0.341142857;25.03067;Mountain
37;0.01;0.490375;25.4067;Mountain
38;0.012;0.408875;24.17;Mountain
39;0.0268;0.37375;24.75548;Mountain
40;0.0097;0.5845;25.92185;Mountain
41;0.0162;0.416416667;23.958;Mountain
42;0.0232;0.54075;22.01749;Mountain
43;0.0364;0.519333333;25.43939;Mountain
44;0.0101;0.398571429;22.77747;Mountain
45;0.0117;0.617625;23.09496;Mountain
46;0.0134;0.742375;23.56286;Mountain
47;0.0173;0.564125;22.82135;Mountain
48;0.0186;0.54475;24.32;Mountain
49;0.02;1.1535;22.16015;Mountain
50;0.0253;0.117285714;22.71;Mountain
51;0.0467;0.226666667;25.90361;Mountain
52;0.0034;0.499111111;23.34;Mountain
53;0.0049;0.621125;25.91429;Mountain
54;0.0115;0.7738;21.8703;Mountain
55;0.0115;0.9955;21.81796;Mountain
56;0.0163;0.705625;26.02406;Mountain
57;0.0256;0.209833333;22.95857;Mountain
58;0.0256;0.2955;23.21597;Mountain
59;0.0256;0.310428571;23.22743;Mountain
60;0.0281;0.29;22.87927;Mountain
61;0.0454;0.675825;24.16223;Mountain
62;0.0609;0.74975;25.56526;Mountain
