SampleID;x1;x2;y;RandomEffect ; 
NW_549976_04.05.2004;1.13;0.599724244;0.954;14;
NW_840040_02.06.2009;2;0.737044563;0.903;14;
NW_840040_01.04.2009;2;0.737044563;0.778;14;
NW_840040_03.05.2004;2;0.737044563;0.699;14;
NW_802347_17.04.2012;2.04;0.737044563;0.477;16;
NW_802347_05.06.2012;2.04;0.737044563;0.699;16;
NW_802347_25.05.2009;2.04;0.737044563;0.954;16;
NW_801719_03.05.2004;2.05;0.737044563;0.845;14;
NW_304761_12.04.2007;2.22;0.58116973;0.602;14;
NW_801756_13.03.2012;2.28;0.737044563;0.845;16;
NW_801756_19.05.2009;2.28;0.737044563;0.699;16;
NW_831270_13.04.2012;2.34;0.846298536;0.845;16;
NW_831270_17.07.2007;2.34;0.846298536;0.699;16;
NW_801768_19.05.2009;2.4;0.737044563;0.602;14;
NW_801768_25.04.2012;2.4;0.737044563;0.477;14;
NW_304943_04.04.2007;2.5;0.58116973;0.699;14;
NW_304920_27.03.2007;2.54;0.58116973;0.602;14;
NW_260605_06.03.2012;2.54;0.934119224;0.903;18;
NW_260605_09.06.2009;2.54;0.934119224;0.778;18;
NW_809639_19.05.2009;2.8;0.737044563;0.778;14;
NW_809639_20.03.2012;2.8;0.737044563;0.903;14;
NW_263801_14.06.2006;2.83;0.934119224;0;16;
NW_263801_19.03.2009;2.83;0.934119224;1.041;16;
NW_263801_21.03.2012;2.83;0.934119224;0.845;16;
NW_304116_15.03.2007;2.88;0.58116973;0.477;14;
NW_809664_04.04.2012;2.93;0.779488608;0.602;14;
NW_809664_24.03.2009;2.93;0.779488608;0.778;14;
NW_831347_01.07.2008;2.97;0.737044563;0.845;16;
NW_831347_02.06.2009;2.97;0.737044563;0.845;16;
NW_831347_28.03.2012;2.97;0.737044563;0.845;16;
NW_621080_11.06.2012;3.13;0.737044563;0.477;14;
NW_621080_30.04.2009;3.13;0.737044563;0.954;14;
NW_501451_24.07.2008;3.25;0.826810689;0;14;
NW_501451_29.03.2012;3.25;0.826810689;0.778;14;
NW_618603_19.03.2007;3.26;0.98164955;0.778;18;
NW_801628_22.05.2012;3.28;0.737044563;0.477;14;
NW_801628_27.04.2009;3.28;0.737044563;0.954;14;
NW_607540_09.07.2008;3.3;0.766189595;0.602;14;
NW_260484_12.03.2012;3.32;0.934119224;0.602;18;
NW_260484_17.03.2009;3.32;0.934119224;0;18;
NW_557936_08.04.2008;3.33;0.972046993;0.602;14;
NW_549721_05.05.2009;3.33;0.826810689;0.778;14;
NW_549721_29.03.2012;3.33;0.826810689;0.954;14;
NW_548303_10.04.2007;3.4;0.826810689;0;14;
NW_548303_12.04.2012;3.4;0.826810689;0;14;
NW_548303_21.04.2009;3.4;0.826810689;0;14;
NW_618500_29.04.2004;3.43;0.98164955;0.602;18;
NW_809007_13.03.2012;3.47;0.737044563;0.845;18;
NW_809007_27.04.2009;3.47;0.737044563;0.778;18;
