SampleID;x1;x2;y; 
1;4.881428571;2.182875712;0.209305486;
2;5.96;2.391503187;0.503368052;
3;5.27;2.391503187;0.355804622;
4;6.225;2.391503187;0.529449613;
5;0.355;1.596567593;0.951374038;
6;0.713333333;1.58097425;0.903595872;
7;1.89;1.89041577;0.381087386;
8;1.795;1.89041577;0.459587748;
9;0.23;1.497929558;0.965305573;
10;0.1;1.563327944;0.801514177;
11;0.1;1.563327944;0.844362187;
12;2.888333333;1.972680981;0.539002824;
13;0.775;1.478930856;0.840556095;
14;1.551666667;1.606847345;0.559694126;
15;2.595;1.900019725;0.485969492;
16;1.962857143;1.852964082;0.523497074;
17;2.971666667;1.932395587;0.464286504;
18;4.966666667;2.109202547;0.5045732;
19;5.385;2.109202547;0.453303584;
20;5.662;2.109202547;0.56290596;
21;4.046;2.097009424;0.564880845;
22;3.935;1.941871657;0.519594555;
23;3.5;2.247536489;0.343120496;
24;0.865;1.913852118;0.546343537;
25;5.792;2.02712274;0.347131224;
26;4.323333333;2.02712274;0.430985783;
27;1.592;1.662313712;0.82112431;
28;0.811666667;1.662313712;0.728629279;
29;0.67;1.662313712;0.784612272;
30;1.055;1.662313712;0.690811709;
31;6.875;2.186758045;0.199911949;
32;8.736666667;2.174032551;0.483491325;
33;4.9725;1.894569062;0.31269524;
34;4.46;1.894569062;0.412778395;
35;1.526666667;1.71676679;0.906320831;
36;0.438;1.389771945;0.664230789;
37;0.48;1.389771945;0.710629368;
38;0.38;1.389771945;0.770596202;
39;3.288333333;2.39747606;0.403322408;
40;2.2;1.897459174;0.432468493;
41;2.272;1.897459174;0.501138626;
42;2.768571429;1.897459174;0.605703048;
43;0.178;1.525982957;0.72212763;
44;0.211666667;1.525982957;0.853329037;
45;0.968333333;1.765633565;0.852561772;
46;0.81;1.765633565;0.582050134;
47;0.875714286;1.765633565;0.740668774;
48;0.24;1.395369188;0.889581741;
49;2.425;2.47138438;0.437807316;
50;4.273333333;1.437283162;0.463346463;
51;2.736;1.437283162;0.38120738;
52;3.808333333;1.437283162;0.345477441;
53;0.295;1.488450134;0.793546071;
54;0.31;1.488450134;0.762436586;
55;0.71525;1.488450134;0.728310143;
56;0.504;1.488450134;0.706131119;
57;0.27;1.617068413;0.88646746;
58;0.401666667;1.459389253;0.777953143;
59;0.342;1.459389253;0.630085478;
60;3.015;2.123221696;0.474746355;
61;2.985;1.702488526;0.513989224;
62;1.428333333;1.966683677;0.391849986;
63;1.1;1.924263019;0.541942632;
64;0.712857143;1.702958002;0.656511627;
65;1.641666667;1.535196651;0.417141663;
66;1.508;1.535196651;0.393860525;
67;0.575;1.581863425;0.688418213;
68;0.534;1.581863425;0.74183499;
69;0.771428571;1.658726414;0.552887624;
