SampleID;x1;x2;y;RandomEffect ; 
HE_10140_24.04.2008;0.016386;0.677184608;0.295726;T5.1;
NW_417609_29.05.2006;0.016452;0.857146542;0.375893;T5;
NW_210201_28.04.2008;0.0165;0.920170121;0.23276;T5;
NW_451800_14.05.2007;0.017299;0.885999755;0.256597;T5;
HE_11267_24.04.2008;0.017835;0.636801035;0.246661;T5.1;
NW_410019_13.05.2009;0.018125;0.667620922;0.233412;T5;
NW_228175_09.03.2012;0.018428;0.54556297;0.190736;T5;
NW_451800_19.03.2012;0.018428;0.885999755;0.243122;T5;
NW_430602_20.03.2012;0.018428;0.633891585;0.205296;T5;
NW_419953_27.03.2007;0.018428;0.868911114;0.173913;T5;
NW_519303_29.03.2007;0.018428;0.868911114;0.162407;T5;
HE_10339_14.09.2005;0.01848;0.768758557;0.303689;T5.1;
NW_292503_29.03.2007;0.01875;0.961462829;0.217659;T5;
NW_279201_13.05.2008;0.02;0.882126447;0.299118;T5;
NW_210407_16.04.2008;0.02;0.920170121;0.21154;T5;
NW_439976_20.06.2007;0.020008;0.906132861;0.180992;T5;
NW_418961_03.07.2006;0.020403;0.822756686;0.166728;T5;
NW_202204_07.04.2009;0.02125;0.937682812;0.242209;T5;
NW_214759_07.05.2007;0.021429;0.877003936;0.294661;T5;
NW_143200_11.06.2007;0.021588;0.952726626;0.199715;T5;
NW_419904_23.04.2007;0.022641;0.868911114;0.1828;T5;
NW_685768_03.05.2006;0.022812;0.633891585;0.293896;T5;
NW_228199_17.04.2008;0.022852;0.54556297;0.173325;T5;
NW_201509_27.04.2006;0.023333;0.937682812;0.191364;T5;
NW_412909_09.04.2009;0.023333;0.667620922;0.32124;T5;
HE_11098_20.03.2007;0.024748;0.823143806;0.075163;T5.1;
NW_260459_12.03.2012;0.024748;0.934119224;0.188459;T5;
NW_150400_18.04.2012;0.024748;0.869060443;0.152927;T5;
NW_143250_02.04.2012;0.024748;0.952726626;0.207533;T5;
NW_457206_16.05.2007;0.024748;0.892021548;0.229392;T5;
NW_457206_26.03.2012;0.024748;0.892021548;0.244968;T5;
NW_444108_28.06.2007;0.024748;0.906132861;0.231842;T5;
NW_221107_01.04.2008;0.025;0.881937667;0.163049;T5;
NW_413902_15.04.2009;0.025;0.656287746;0.222029;T5;
NW_300603_20.04.2006;0.025;0.970257122;0.183824;T5;
NW_279407_13.05.2008;0.025625;0.877003936;0.235235;T5;
NW_284907_22.03.2007;0.026;0.973102426;0.150945;T5;
NW_451903_27.04.2009;0.02625;0.885999755;0.23535;T5;
NW_418109_07.06.2006;0.026329;0.857146542;0.322731;T5;
NW_300652_10.04.2006;0.026667;0.970257122;0.27149;T5;
NW_414608_29.04.2009;0.027083;0.656287746;0.227643;T5;
NW_410755_05.05.2009;0.0275;0.667620922;0.32875;T5;
NW_685847_24.05.2006;0.0275;0.822756686;0.222003;T5;
NW_142803_29.03.2012;0.027909;0.900026694;0.215126;T5;
NW_228199_09.03.2012;0.027909;0.54556297;0.187803;T5;
NW_300378_02.05.2006;0.028333;0.961462829;0.371473;T5;
NW_300354_25.04.2006;0.028333;0.961462829;0.350871;T5;
NW_300329_20.04.2006;0.028333;0.970257122;0.349276;T5;
NW_443700_11.07.2007;0.02836;0.906132861;0.2445;T5;
NW_279407_20.03.2012;0.02875;0.877003936;0.238622;T5;
NW_144101_04.04.2012;0.028962;0.900026694;0.202591;T5;
NW_414554_12.05.2009;0.03;0.656287746;0.279985;T5;
NW_415704_04.07.2005;0.03;0.769657322;0.277395;T5;
NW_505481_12.04.2005;0.03;0.868911114;0.213235;T5;
NW_505018_13.04.2005;0.03;0.868911114;0.244292;T5;
NW_505407_21.03.2007;0.03;0.868911114;0.304212;T5;
NW_505419_21.03.2007;0.03;0.868911114;0.355159;T5;
NW_505717_24.05.2005;0.03;0.868911114;0.233164;T5;
HE_10365_01.05.2008;0.031069;0.645436444;0.28817;T5.1;
NW_263692_21.03.2012;0.031069;0.869060443;0.221244;T5;
NW_412508_14.04.2009;0.0325;0.667620922;0.295375;T5;
NW_143807_04.04.2012;0.033176;0.900026694;0.285714;T5;
NW_207056_06.04.2009;0.03375;0.937682812;0.267666;T5;
HE_11256_23.04.2008;0.034959;0.637118659;0.216248;T5.1;
NW_201509_07.04.2009;0.035;0.937682812;0.21349;T5;
NW_685770_04.05.2006;0.035312;0.633891585;0.374514;T5;
NW_142803_12.06.2007;0.03581;0.900026694;0.199533;T5;
NW_140405_03.05.2012;0.03581;0.869060443;0.190225;T5;
HE_10744_11.04.2006;0.036077;0.986269059;0.15076;T5.1;
HE_10342_14.03.2005;0.036336;0.636801035;0.216912;T5.1;
NW_200955_27.04.2006;0.0375;0.937682812;0.287265;T5;
NW_410901_10.05.2006;0.037812;0.667620922;0.41279;T5;
NW_300573_25.04.2006;0.038333;0.970257122;0.133456;T5;
HE_10765_18.04.2006;0.038443;0.854735354;0.223162;T5.1;
HE_11053_12.03.2007;0.039335;0.452161617;0.29337;T5.1;
NW_441867_23.04.2007;0.039365;0.906132861;0.315343;T5;
HE_10852_18.07.2006;0.039497;0.623008854;0.125817;T5.1;
NW_456652_29.04.2009;0.04;0.886486664;0.259094;T5;
NW_418950_03.07.2006;0.04055;0.822756686;0.204018;T5;
NW_435260_11.05.2006;0.04213;0.783044811;0.313054;T5;
NW_419205_23.05.2006;0.04213;0.868911114;0.235221;T5;
NW_627409_12.10.2005;0.0425;0.845706456;0.224076;T5;
NW_627409_12.05.2005;0.0425;0.845706456;0.224076;T5;
NW_272309_16.04.2007;0.045;0.966429531;0.275071;T5;
HE_10365_10.03.2005;0.046871;0.645436444;0.243284;T5.1;
NW_279500_13.05.2008;0.0475;0.877003936;0.207456;T5;
NW_414104_20.04.2009;0.0475;0.656287746;0.258518;T5;
HE_10347_01.05.2008;0.047924;0.757911197;0.32466;T5.1;
NW_142852_05.05.2004;0.048451;0.900026694;0.206507;T5;
NW_260459_17.03.2009;0.05;0.934119224;0.227871;T5;
NW_302156_18.04.2007;0.05;0.571861388;0.202431;T5;
NW_452907_19.03.2012;0.050031;0.885999755;0.225813;T5;
NW_440504_29.04.2004;0.051003;0.906132861;0.304964;T5;
NW_142803_26.05.2009;0.0525;0.900026694;0.166923;T5;
NW_205400_08.05.2007;0.0525;0.937682812;0.257308;T5;
NW_455350_28.04.2009;0.0525;0.885999755;0.189544;T5;
NW_686487_25.04.2007;0.0525;0.822756686;0.311485;T5;
NW_505160_31.05.2005;0.053333;0.868911114;0.215175;T5;
HE_10760_08.04.2006;0.054245;0.974704607;0.236007;T5.1;
HE_10771_20.03.2007;0.054407;0.988857794;0.280705;T5.1;
NW_218558_27.03.2007;0.055714;0.927939019;0.195854;T5;
HE_10691_06.04.2006;0.056352;0.875682212;0.233403;T5.1;
NW_457206_29.04.2009;0.0575;0.892021548;0.241381;T5;
NW_279500_20.03.2012;0.0575;0.877003936;0.268674;T5;
NW_420300_25.05.2005;0.0575;0.633891585;0.340805;T5;
NW_440152_21.06.2007;0.057932;0.906132861;0.264229;T5;
NW_142852_27.03.2012;0.059512;0.900026694;0.19487;T5;
NW_420608_30.05.2005;0.06;0.633891585;0.284693;T5;
HE_11021_27.04.2007;0.060866;0.977877979;0.101681;T5.1;
NW_289206_25.04.2007;0.0625;0.973102426;0.204561;T5;
NW_420505_25.05.2005;0.0625;0.633891585;0.355905;T5;
HE_11239_23.04.2008;0.063645;0.823143806;0.170612;T5.1;
NW_144101_28.04.2009;0.065;0.900026694;0.220278;T5;
HE_10771_21.04.2006;0.06559;0.988857794;0.181232;T5.1;
HE_11255_23.04.2008;0.065833;0.637118659;0.326478;T5.1;
NW_453705_20.03.2012;0.065833;0.885999755;0.194704;T5;
NW_400208_02.05.2007;0.066667;0.667620922;0.351832;T5;
NW_451058_20.03.2012;0.068993;0.885999755;0.208289;T5;
NW_443001_11.07.2007;0.068993;0.906132861;0.170073;T5;
NW_143250_19.05.2009;0.07;0.952726626;0.158333;T5;
NW_451800_27.04.2009;0.0725;0.885999755;0.256923;T5;
NW_686487_15.08.2012;0.075;0.822756686;0.177288;T5;
NW_686487_11.05.2012;0.075;0.822756686;0.177288;T5;
NW_627604_12.05.2009;0.075;0.845706456;0.283238;T5;
NW_450704_19.03.2012;0.076894;0.885999755;0.22892;T5;
NW_207159_06.04.2009;0.0775;0.937682812;0.216594;T5;
HE_11108_13.03.2007;0.078474;0.988857794;0.287539;T5.1;
NW_450807_14.04.2004;0.078474;0.885999755;0.303578;T5;
HE_10682_16.03.2006;0.079203;0.875682212;0.252534;T5.1;
NW_205400_14.04.2009;0.08;0.937682812;0.34923;T5;
NW_303380_07.06.2005;0.080625;0.96651416;0.2;T5;
NW_263692_19.03.2009;0.0825;0.869060443;0.197837;T5;
NW_287600_19.05.2007;0.082857;0.973102426;0.242197;T5;
HE_10650_22.03.2006;0.083093;0.677184608;0.24742;T5.1;
HE_10343_24.04.2008;0.083215;0.755569421;0.229409;T5.1;
NW_453407_20.03.2012;0.083215;0.885999755;0.248697;T5;
HE_10744_05.05.2011;0.085;0.986269059;0.150949;T5.1;
NW_140405_20.05.2009;0.085;0.869060443;0.175744;T5;
HE_10346_13.04.2011;0.085848;0.757911197;0.19479;T5.1;
HE_10807_10.04.2006;0.087955;0.426626255;0.221574;T5.1;
NW_143807_08.04.2009;0.09;0.900026694;0.119141;T5;
HE_10195_31.03.2005;0.090062;0.823143806;0.193922;T5.1;
NW_453500_15.04.2004;0.094276;0.885999755;0.24216;T5;
NW_150400_05.05.2009;0.095;0.869060443;0.191456;T5;
NW_302466_17.04.2007;0.095;0.96651416;0.162883;T5;
HE_11138_15.04.2007;0.095856;0.755569421;0.210077;T5.1;
HE_10233_10.04.2005;0.097723;0.988857794;0.174539;T5.1;
HE_11028_14.04.2007;0.099894;0.971483023;0.178056;T5.1;
NW_303380_06.06.2008;0.1;0.96651416;0.182576;T5;
NW_453250_21.05.2007;0.100596;0.885999755;0.240132;T5;
NW_223608_07.05.2007;0.1025;0.877003936;0.225637;T5;
HE_10161_21.03.2005;0.106917;0.875682212;0.155477;T5.1;
HE_10343_14.03.2005;0.108497;0.755569421;0.262342;T5.1;
HE_10902_10.04.2006;0.109551;0.857513962;0.204941;T5.1;
NW_431606_03.05.2005;0.113238;0.633891585;0.30992;T5;
HE_10677_10.04.2006;0.114696;0.875682212;0.341603;T5.1;
HE_10313_23.04.2008;0.119558;0.637118659;0.276692;T5.1;
NW_419400_04.07.2006;0.119558;0.868911114;0.195398;T5;
NW_210298_23.03.2009;0.12;0.920170121;0.236442;T5;
HE_10212_01.04.2005;0.122719;0.854735354;0.257913;T5.1;
HE_11137_15.04.2007;0.123772;0.636801035;0.239017;T5.1;
HE_10234_01.04.2005;0.125879;0.988857794;0.172794;T5.1;
HE_10862_20.07.2006;0.127824;0.807652196;0.232125;T5.1;
HE_10346_15.03.2005;0.128513;0.757911197;0.172457;T5.1;
HE_10300_05.05.2011;0.129039;0.623008854;0.205815;T5.1;
HE_10228_10.04.2005;0.143261;0.988857794;0.175999;T5.1;
HE_10753_04.07.2006;0.149055;0.986269059;0.219616;T5.1;
HE_11255_13.05.2011;0.150833;0.637118659;0.217758;T5.1;
HE_10228_23.04.2008;0.152742;0.988857794;0.227298;T5.1;
NW_211394_08.05.2008;0.155;0.920170121;0.164198;T5;
NW_211394_19.03.2009;0.155;0.920170121;0.170008;T5;
HE_10371_11.03.2005;0.161372;0.765717038;0.204396;T5.1;
NW_450704_27.04.2009;0.165;0.885999755;0.225574;T5;
NW_455702_29.04.2009;0.1675;0.886486664;0.250016;T5;
HE_10316_16.03.2005;0.174864;0.693708754;0.130672;T5.1;
HE_10217_14.04.2005;0.180131;0.988857794;0.249689;T5.1;
NW_451058_27.04.2009;0.1825;0.885999755;0.211415;T5;
HE_10300_17.02.2005;0.186979;0.623008854;0.202586;T5.1;
NW_420104_24.05.2005;0.1925;0.633891585;0.316963;T5;
HE_10313_16.03.2005;0.198381;0.637118659;0.17569;T5.1;
NW_452907_28.04.2009;0.2075;0.885999755;0.234235;T5;
HE_10862_12.05.2011;0.2125;0.807652196;0.220411;T5.1;
HE_10344_15.03.2005;0.216475;0.755569421;0.185027;T5.1;
HE_10201_17.03.2005;0.217529;0.986269059;0.148903;T5.1;
HE_10084_29.03.2005;0.23017;0.971483023;0.157423;T5.1;
HE_10317_16.03.2005;0.230521;0.712625431;0.263281;T5.1;
HE_10148_22.03.2005;0.235701;0.875682212;0.16299;T5.1;
NW_453705_28.04.2009;0.2375;0.885999755;0.221213;T5;
HE_10902_03.05.2012;0.24;0.857513962;0.252382;T5.1;
NW_453407_28.04.2009;0.2425;0.885999755;0.202911;T5;
HE_10317_03.05.2011;0.245;0.712625431;0.237663;T5.1;
HE_10317_25.04.2012;0.245;0.712625431;0.216639;T5.1;
HE_10226_04.05.2005;0.269674;0.988857794;0.173258;T5.1;
NW_505729_25.05.2005;0.28;0.868911114;0.197324;T5;
HE_11143_11.04.2007;0.288636;0.758017826;0.234353;T5.1;
HE_10315_16.03.2005;0.291797;0.693708754;0.110644;T5.1;
HE_10371_14.04.2011;0.2925;0.765717038;0.255556;T5.1;
NW_400105_02.05.2007;0.3;0.667620922;0.30194;T5;
HE_10347_15.03.2005;0.302331;0.757911197;0.291821;T5.1;
HE_10316_04.05.2011;0.313333;0.693708754;0.201016;T5.1;
HE_10344_11.04.2011;0.383333;0.755569421;0.190062;T5.1;
HE_11101_26.03.2007;0.419061;0.986269059;0.153725;T5.1;
HE_11100_26.03.2007;0.816939;0.986269059;0.129902;T5.1;
