SampleID;x1;x2;y;RandomEffect
1;3964;6.18;5.38;2002
2;7586;4.89;3.67;2002
3;2440;9.01;5.39;2012
4;2242;9.13;3.25;2002
5;1633;10.41;5.67;2013
6;2675;4.96;4.5;2002
7;7367;8.18;3.43;2002
8;3598;8.24;4.94;2002
9;2681;5.98;1.67;2002
10;2751;6.68;6;2002
11;718;11.31;5.84;2013
12;4100;8.12;3.38;2002
13;2257;7.97;4.63;2002
14;1884;8.29;6.33;2002
15;2411;8.64;5.33;2012
16;836;10.71;4.82;2012
17;1710;8.67;4.11;2002
18;2136;7.52;4.91;2002
19;1802;8.21;5.6;2002
20;1616;7.22;4.5;2002
21;1680;14.39;4.4;2012
22;1200;7.15;4.29;2002
23;7055;8.98;4.3;2002
24;2528;6.71;4.14;2002
25;1083;7.27;3.85;2002
26;4187;5.47;2.88;2002
27;3210;8.65;3.89;2002
28;2259;6.61;6;2002
29;1988;7.72;5.22;2002
30;1701;7.32;3;2002
31;1152;7.65;4;2002
32;5477;4.42;4.57;2002
33;4843;7.48;3.14;2002
34;3517;5.52;2.82;2002
35;538;8;2;2002
36;408;8.25;3;2002
37;3010;7.64;5;2002
38;4614;6.77;3;2002
39;13;9.75;4.13;2002
40;17168;7.58;4.75;2002
41;1764;7.78;3.75;2002
42;6411;5.17;3.17;2002
43;2042;7.75;6.5;2002
44;12;9.39;4;2002
45;7;9.92;6.74;2002
46;15;9.85;5.3;2002
47;5482;8.2;3.73;2002
48;932;3.71;3.45;2002
49;1880;7.29;4.91;2002
50;6;9.63;6.7;2002
51;6369;7.63;3.57;2002
52;1330;7.2;2.33;2002
53;4;10;6;2002
54;1;9.56;5.89;2002
55;654;10.18;5.81;2002
56;26;9.09;6.29;2002
57;2;9.53;5.73;2002
58;5259;10.26;5.95;2013
59;1681;6.45;3.83;2002
60;5;9.41;7.13;2002
61;4;10.24;5.5;2002
62;1531;6.8;3.86;2002
63;20;9.32;7.44;2002
64;70;11.68;6.5;2013
65;5;10.93;5.23;2002
66;4;10.92;5.2;2002
67;105;9.97;5.9;2013
68;3618;7.55;4.5;2002
69;0;9.72;6.69;2002
70;5533;6.67;4.14;2002
71;709;7.27;6;2002
72;14;9.54;5.33;2002
73;1;9.9;7;2002
74;11445;7.31;5.25;2002
75;1659;8.02;2.5;2002
76;504;10.24;6.11;2002
77;95;9.98;6;2002
78;7;9.83;4.5;2002
79;4;9.5;6.92;2002
80;4;10.01;4;2002
81;4;8.7;6.07;2002
82;3;9.76;6.25;2002
83;2;10.42;5.57;2002
84;1;9.59;5.43;2002
85;1;10.82;5.65;2002
