SampleID;x1;x2;y;RandomEffect ; 
1;15.32413;12;18.750658;1984;
2;14.436739;25;14.739897;1985;
3;14.56663;16;13.109378;1986;
4;13.118152;42;14.575027;1987;
5;15.736739;34;15.724066;1988;
6;14.963043;12;18.130855;1989;
7;16.053261;0;25.477989;1990;
8;16.113043;11;27.661215;1991;
9;16.053261;12;22.959494;1992;
10;13.372826;10;26.821625;1993;
11;16.161957;18;22.029731;1994;
12;16.233696;0;23.897822;1995;
13;15.595652;11;27.207587;1996;
14;18.051087;4;23.431459;1997;
15;14.122826;15;22.597614;1998;
16;15.494565;21;21.347269;1999;
17;14.619565;38;23.840288;2000;
18;15.738043;14;20.839726;2001;
19;17.511957;6;22.329149;2002;
20;17.240217;10;19.863793;2003;
21;15.728261;9;20.650317;2004;
22;16.006522;6;20.492629;2005;
23;17.329348;32;18.75227;2006;
24;16.240217;13;26.748682;2007;
25;16.405435;10;21.209616;2008;
26;16.225;16;19.493228;2009;
27;15.916304;20;18.194475;2010;
28;16.231522;31;16.263828;2011;
29;14.919565;29;14.845599;2012;
30;16.322826;23;14.353858;2013;
31;15.992065;43;13.745789;2014;
32;17.450326;65;13.959865;2015;
33;16.241087;36;16.367701;2016;
34;16.706739;30;15.524068;2017;
35;15.973587;17;13.798469;2018;
36;16.09087;35;14.77222;2019;
37;16.14913;36;12.107299;2020;
38;14.97337;59;14.797787;2021;
39;18.500652;14;14.435364;2022;
40;16.999457;36;11.542977;2023;
41;15.523913;65;11.07988;2024;
42;16.295109;29;17.069357;2025;
43;17.690435;15;15.222059;2026;
44;14.851848;18;15.672596;2027;
45;15.667826;32;14.27269;2028;
46;16.119783;50;8.855486;2029;
47;16.147826;42;13.272268;2030;
48;16.265543;13;12.040443;2031;
49;15.915;72;10.889944;2032;
50;16.897283;58;10.937386;2033;
51;16.165217;49;14.91124;2034;
52;16.855109;31;14.188128;2035;
53;15.123261;10;11.510091;2036;
54;16.520978;35;13.24839;2037;
55;15.779891;28;11.611451;2038;
56;16.866522;43;13.808309;2039;
57;16.125326;9;12.754245;2040;
58;16.700217;57;11.142382;2041;
59;18.314239;62;9.852895;2042;
60;16.184891;13;15.939487;2043;
61;17.272391;35;11.861868;2044;
62;17.108478;7;14.666509;2045;
63;18.840217;16;12.455572;2046;
64;16.495326;10;9.913226;2047;
65;15.582826;73;9.990564;2048;
66;16.242935;23;8.908254;2049;
67;16.031413;52;9.003638;2050;
68;17.966087;66;9.78507;2051;
69;16.403478;42;14.990302;2052;
70;16.936848;43;10.283927;2053;
71;17.288696;5;10.205215;2054;
72;18.171957;25;10.387595;2055;
73;18.317935;9;11.47693;2056;
74;16.647935;37;10.544294;2057;
75;16.861957;7;10.319935;2058;
76;16.35163;47;9.286109;2059;
77;17.356957;51;7.743089;2060;
78;18.637283;0;10.960775;2061;
79;17.57337;87;12.856973;2062;
80;16.739022;4;11.685066;2063;
81;16.871522;42;11.83768;2064;
82;19.082935;27;10.118504;2065;
83;16.821957;32;10.045712;2066;
84;18.399022;12;9.715281;2067;
85;16.912283;59;10.142235;2068;
86;18.999674;51;10.195012;2069;
87;18.336196;15;13.650677;2070;
