SampleID;x1;x2;y
1;6;0.469858153;2
2;22.2;0.485370568;4
3;8;0.349877604;6
4;8.5;0.217049061;3
5;0;0.488867393;6
6;14;0.210777327;5
7;5.5;1.185352507;5
8;24;0.317131502;2
9;4;1.229943847;1
12;8;0.307590778;4
13;0;0.447001751;0
14;0;0.394919834;7
16;4.5;1.457013149;4
17;4.75;0.090848242;5
18;2;0.342918286;7
19;60;0.132864465;3
20;5.5;0.193516804;3
21;0;0.111853581;5
22;15;0.336051517;4
23;10;0.275963553;1
24;14.5;1.135970926;5
25;0;0.013201282;4
26;3.444444444;0.274449249;9
27;0;0.087326371;6
28;3;0.038312099;4
29;4;0.854599394;5
30;18;0.176808155;6
31;3.615384615;0.276607591;7
32;2;0.248281706;8
33;0;0.024395036;6
34;22.5;0.00759803;6
35;3;0.261143306;6
36;4;0.913376215;4
37;18;0.189201523;3
39;0;0.04740267;6
40;14;0.943504917;3
41;18;0.188488781;4
43;0;0.807530967;9
44;21.5;0.008936899;5
45;3.695652174;0.212319471;3
46;3.55;0.329779334;9
47;0;0.271023069;6
48;3.818181818;0.121214695;7
49;1;0.809643991;6
50;0;0.62813806;4
51;3;0.043742785;3
52;49.5;0.021910751;3
53;1;0.762343252;5
54;37;0.002950313;3
55;0;0.633547132;5
56;1;0.282020962;0
57;47;0.003632895;2
58;1;0.63368106;5
59;0;0.050573947;3
60;0;0.627420403;1
61;18.25;0.088615046;2
62;0;0.634501224;1
63;18;0.104282115;3
64;0;0.075101812;3
65;1;0.308697469;6
66;0;0.634427018;3
67;0;0.633267656;2
68;1;0.028454385;4
69;0;0.632411014;1
70;2.454545455;0.152286009;5
71;0;0.632566076;1
72;100;0.014680659;4
73;0;0.632566076;3
74;3;0.249869658;8
75;0;0.632671267;2
76;0;0.632876319;3
77;16.33333333;0.056632161;3
78;12.33333333;0.068356715;2
79;0;0.632876319;0
80;0;0.632929425;1
81;0;0.632047101;1
82;18.8;0.090001994;3
83;0;0.632414257;2
84;0;0.97476015;3
85;0;0.630280075;2
86;98;0.018267996;6
87;3.666666667;0.226792047;4
88;0;0.630344236;3
89;98;0.018267996;5
90;0;0.629344035;0
91;90;0.014719216;2
92;0;0.817361061;1
93;0;0.630027095;1
94;21;0.842690657;4
95;47.5;0.019122938;5
96;0;0.630917609;3
97;3;0.399605673;1
98;4;0.126106279;3
99;4.25;0.115725249;4
100;0;0.915292117;6
101;8.166666667;0.049302833;3
102;9;0.081574016;4
103;0;0.044510858;4
104;3.708333333;0.232765856;6
105;1;0.724492973;3
106;0;0.926464672;3
107;49.5;0.019144954;5
108;20.33333333;0.03863815;2
109;0;1.037764241;4
110;47.5;0.019101462;5
111;10.5;0.005088173;2
112;0;0.005550607;1
113;3;0.488602785;3
114;2;0.290066509;5
115;1;1.256545055;5
116;0;0.027079821;5
117;18.2;0.019016217;6
118;18.2;0.019016217;6
119;0;0.027181026;5
120;0;0.872562058;6
121;0;0.027152571;5
122;2;0.148896372;4
123;0;0.07148007;4
124;0;0.027141391;3
125;3;0.50200975;3
126;0;0.730523478;5
127;3.6;0.246016392;4
128;26.33333333;0.101169202;3
129;3;0.102056827;2
130;35.66666667;0.143550321;3
131;3;0.859447907;4
132;1;0.072451562;3
133;1.333333333;0.112385021;2
134;60;0.14392004;5
135;31.33333333;0.091908183;4
136;0;0.94079807;6
137;0;0.062840092;5
138;12.55555556;0.068645473;1
139;1.166666667;0.091590067;2
140;40;0.102881638;4
141;3;0.103625789;2
142;11.4;0.009497974;5
143;3.8;0.916198485;6
144;39.5;0.10512821;3
145;0;0.121450367;2
146;3;0.21706705;4
147;106;0.013993336;4
148;1;0.110352928;0
149;88;0.025906923;0
150;30.66666667;0.01386007;2
151;0;0.048887482;2
152;88;0.008985307;2
153;3;0.007304406;4
154;8.083333333;0.088553971;2
155;18;0.118751769;4
156;11;0.872663156;4
157;98;0.01119644;4
158;0;0.03650406;4
159;98;0.012314876;2
160;4.8;0.099753814;0
162;7.166666667;0.008755735;2
163;2;0.737264693;5
165;3.5;0.725749895;2
166;17.75;0.119945208;4
168;4;0.010548832;1
169;4;0.010526088;1
170;7.166666667;0.005846417;5
171;4;0.736115073;2
173;0;0.794236563;3
175;6.333333333;0.088459566;1
176;33;0.015612115;3
177;4;0.078897391;2
178;49;0.013207367;5
179;7;0.216938729;3
180;0;0.11315569;4
181;16;0.366010923;5
182;3.5;0.61419381;5
183;38.66666667;0.154478463;4
184;2.8;0.930289604;7
185;10.33333333;1.13893725;4
186;0;0.094377778;5
187;0;0.0447293;5
188;29.66666667;0.126923202;4
189;97;0.066116593;1
190;4.5;0.736683416;0
192;4;0.747701475;1
193;4.5;0.626172612;4
194;32.33333333;0.012810804;6
195;106;0.005736563;4
196;0;0.007924056;6
197;0;0.04528046;5
198;104;0.00499242;5
199;75;0.027901521;2
200;32;0.094552029;2
201;85;0.025253252;4
202;4.5;0.593426707;4
203;7.666666667;0.09505429;5
204;2.75;1.034296859;5
205;102;0.00416563;4
206;0;0.005395512;4
207;102;0.00416563;0
208;101;0.00389368;2
209;101;0.012075868;5
210;1;0.00671176;6
211;4.5;1.255969539;5
212;0;0.006114269;6
213;0;0.036617599;4
215;96;0.012498053;4
216;0;0.042834381;5
217;9;0.882105942;6
218;10;0.876918355;6
