SampleID;x1;x2;y;RandomEffect
2;2;5;18.8;N
3;2;2;33.3;N
4;2;2;33;T
5;2;2;50;N
6;2;5;11.6;N
7;2;2;28.4;N
8;2;5;20.2;T
9;2;2;52.4;N
10;2;5;31.6;T
11;2;5;22.1;N
12;2;2;50;N
13;2;2;23.7;T
14;2;5;36.1;T
15;2;2;35.8;T
16;2;5;20.9;T
17;2;2;30;T
18;2;5;17.4;T
19;2;5;18;N
20;2;5;19.8;N
21;2;2;23.1;T
22;2;5;18;T
23;2;2;9.3;N
24;2;5;10.8;T
25;2;2;37.2;T
26;2;5;26.8;N
27;2;2;41;N
28;2;5;9.4;T
29;2;5;17.4;T
30;2;5;21.1;N
31;2;2;8.1;T
32;2;10;6;T
33;2;10;9.2;T
34;2;10;6.7;T
35;2;10;9.9;T
36;2;10;15.9;N
37;2;10;9.2;N
38;2;10;11.2;N
39;2;10;2.2;T
40;2;10;16.7;N
41;1;5;14;T
42;1;2;19;T
43;1;5;16;T
44;1;2;10;N
45;1;5;10;N
46;1;2;21;N
47;1;2;4;T
48;1;5;12;N
49;1;5;4;T
50;1;2;2;T
51;1;5;0;N
52;1;2;11;N
53;1;5;9;T
54;1;5;1;N
55;1;2;3;N
56;1;2;6;T
57;1;5;2;T
58;1;5;0;T
59;1;2;4;T
60;1;5;10;T
61;1;5;1;N
62;1;2;5;N
63;1;2;5;T
64;1;5;1;T
65;1;2;5;T
66;1;5;3;T
67;1;2;3;N
68;1;5;9;N
69;1;5;2;N
70;1;2;3;N
71;1;2;6;T
72;1;5;4;T
73;1;2;2;N
74;1;5;6;N
75;1;2;1;T
76;1;2;6;N
77;1;5;0;T
78;1;2;5;T
79;1;10;1;T
80;1;10;0;N
