SampleID;x1;x2;y;RandomEffect1;RandomEffect2
2;25.25;12.70322581;0.870585919;FI_WP31_bg_06344;1998
5;24.66666667;12.11612903;0.351998607;FI_WP31_bg_06344;1999
8;26.58333333;13.42580645;1.072271016;FI_WP31_bg_06344;2000
12;22.5;14.13870968;0.14851549;FI_WP31_bg_06344;2001
16;21.5;16.69354839;-0.343539321;FI_WP31_bg_06344;2002
20;20.25;14.59354839;0.004014232;FI_WP31_bg_06344;2003
38;16;15.16774194;0.113946006;FI_WP31_bg_02195;1997
41;13;12.2516129;0.295093387;FI_WP31_bg_02195;1998
46;14;12.84193548;0.207498941;FI_WP31_bg_02195;2000
47;15;12.74516129;0.185109171;FI_WP31_bg_02195;2001
50;19.28571429;12.2516129;-0.197643431;FI_WP31_bg_06408;1998
63;32;13.69677419;0.724363047;FI_WP31_bg_02365;2002
71;29.77777778;16.53225806;0.801570939;FI_WP31_bg_02459;2002
92;10;14.97741935;-0.485760419;FI_WP31_bg_05214;1994
99;13.65;11.08709677;-0.387069434;FI_WP31_bg_02764;1994
106;25.5;14.87419355;-0.301389888;FI_WP31_bg_02829;1994
110;17.78947368;16.26451613;-0.299842219;FI_WP31_bg_02829;1996
112;18;13.43870968;-0.130055609;FI_WP31_bg_02829;1998
123;16.5;10.16451613;-0.255273712;FI_WP31_bg_02899;1994
131;16.5;10.32580645;-0.322448191;FI_WP31_bg_02899;1998
139;26.5;10.36774194;0.235861821;FI_WP31_bg_02907;1994
147;4.1875;11.25806452;-0.135040049;FI_WP31_bg_06652;1994
153;4.625;10.41290323;-0.008458624;FI_WP31_bg_06652;1998
160;18.26388889;15.33870968;-0.104864726;FI_WP31_bg_03058;1995
163;18;18.00645161;0.626958048;FI_WP31_bg_03065;2002
172;14;10.54193548;-0.402473516;FI_WP31_bg_06661;1994
176;10.15384615;13.98709677;-0.624615586;FI_WP31_bg_06661;1996
180;10.55;10.58064516;0.069331339;FI_WP31_bg_06661;1998
191;25.875;14.77419355;-0.369323064;FI_WP31_bg_03221;1994
193;19.95;15.23870968;0.047388414;FI_WP31_bg_03221;1995
196;20.41666667;17.80322581;0.116772241;FI_WP31_bg_03221;1996
218;68;18.00645161;-0.046834323;FI_WP31_bg_03473;2002
223;6;16.04193548;-0.193154027;FI_WP31_bg_01113;2007
227;4;17.7;-0.50345668;FI_WP31_bg_05149;2006
232;4;17.12258065;-0.435468167;FI_WP31_bg_05149;2007
237;18.6;16.16129032;-0.420378888;FI_WP31_bg_02829;2005
241;24.53125;16.91935484;-0.296904134;FI_WP31_bg_02829;2006
246;19;16.17741935;-0.221324213;FI_WP31_bg_02829;2007
258;12.58854167;16.12580645;-0.394703647;FI_WP31_bg_05361;2005
262;11.60526316;16.79677419;-0.119507598;FI_WP31_bg_05361;2006
267;13.76923077;16.7516129;-0.008535963;FI_WP31_bg_05361;2007
269;10;15.50967742;-0.264116464;FI_WP31_bg_05372;2006
270;9;16.19677419;-0.365695846;FI_WP31_bg_05372;2007
275;15.1875;15.69354839;-0.45605533;FI_WP31_bg_05570;2005
