SampleID;x1;x2;y; ; 
RORW4.1_B7_2009_05;0.0631;2;0.405833317;;
RORW4.1_B8_2009_04;0.1535;2;0.900882822;;
ROR W11.1_B9_2009_04;0.2094;2.5;-0.058698253;;
RORW14.1_B7_2011_08_r;0.06;1;0.626307583;;
RORW14.1_B3_2011_10_l;0.105;3;0.464056909;;
RORW14.1_B3_2011_04_l;0.105;3;0.409051382;;
ROR W11.1_B9_2009_07;0.2094;2.5;0.855239319;;
RORW4.1_B10_2009_10;0.1151;3;0.922370288;;
RORW14.1_B4_2011_06_r;0.07;2;0.585499338;;
RORW4.1_B10_2009_08;0.1151;3;-0.122734249;;
ROR W11.1_B9_2009_09;0.2094;2.5;0.656373202;;
RORW12.1.9_2010_09;0.047;3;0.106318249;;
RORW2.1_B6_2009_06;0.1512;2;0.63359141;;
RORW14.1_B5_2011_06_m;0.08;2;0.274272322;;
RORW14.1_B6_2011_08_r;0.07;1;0.689171009;;
RORW14.1_B5_2011_06_l;0.08;2;0.783466108;;
RORW14.1_B4_2011_10_m;0.07;2;0.475488363;;
RORW4.1_B8_2009_10;0.1535;2;0.900882822;;
RORW14.1_B1_2011_09;0.155;2.5;0.464056909;;
RORW14.1_B1_2010_07;0.155;2.5;0.567192222;;
RORW14.1_B1_2010_04;0.155;2.5;0.434053937;;
RORW2.1_B7_2009_08;0.1218;2;0.403347983;;
RORW4.1_B10_2009_05;0.1151;3;-0.150236973;;
RORW14.1_B5_2011_06_r;0.08;2;0.695064433;;
RORW14.1_B5_2011_08_l;0.08;2;0.626307583;;
RORW4.1_B7_2009_08;0.0631;2;0.653358069;;
RORW13.1_B5_2011_08;0.13;3;1.261433761;;
RORW14.1_B1_2011_07;0.155;2.5;0.376048113;;
RORW13.1_B5_2011_04;0.13;3;0.271334751;;
RORW14.1_B1_2011_05;0.155;2.5;0.434053937;;
RORW10.1_B7_2010_04;0.8;2;-0.223714754;;
RORW2.1_B7_2011_08;0.14;2;-0.223714754;;
RORW13.1_B5_2010_10;0.13;3;1.5;;
RORW13.1_B5_2010_07;0.13;3;0.766384256;;
RORW10.1_B7_2009_07;0.8;2;-0.058698253;;
RORW10.1_B7_2009_03;0.8;2;-0.058698253;;
RORW10.1_B7_2010_09;0.8;2;-0.168709267;;
RORW10.1_B7_2011_05;0.8;2;-0.388731256;;
RORW10.1_B7_2011_07;0.8;2;-0.388731256;;
RORW10.1_B7_2010_07;0.8;2;-0.058698253;;
RORW10.1_B7_2011_09;0.8;2;-0.168709267;;
RORW10.1_B7_2009_10;0.8;2;-0.058698253;;
RORW13.1_B5_2010_09;0.13;3;1.17892551;;
Umeälven_3949_2009_10_7095994736766;0;2;0.111245301;;
Ljusnan_22567_2008_9_6855020540377;0;2;0.952829443;;
Dalälven_23047_2013_6_6674140592760;0;1;0.926330973;;
Göta.älv_22674_2011_10_6599290414182;0;2;1.117845945;;
Göta.älv_22673_2011_10_6634270417688;0;2;0.474281651;;
Göta.älv_22672_2011_10_6649480419629;0;2;0.540288189;;
Ljusnan_22347_2008_10_6862290537280;0;2;0.917468742;;
Ljusnan_22352_2008_9_6860770539063;0;2;0.870321192;;
Ljusnan_22347_2008_10_6862220537364;0;2;0.941042595;;
Ljusnan_22348_2008_9_6855120540417;0;2;0.901752944;;
Ljusnan_22349_2008_9_6857710540274;0;2;0.925326641;;
Ljusnan_22351_2008_9_6857270540287;0;2;0.844934099;;
Ljusnan_22353_2008_5_6866150531489;0;2;0.78031212;;
Ljusnan_22350_2008_9_6857560540289;0;2;0.870321192;;
Dalälven_23044_2013_6_6685190603158;0;2;0.926330973;;
Ljusnan_22354_2008_9_6866160531331;0;2;0.815315744;;
Muonioälven_5086_2012_10_7507770864277;0;1;1.087661791;;
Muonioälven_5086_2013_10_7507770864277;0;1;1.00515354;;
Muonioälven_5085_2013_10_7506320863637;0;1;0.7741305;;
Muonioälven_5085_2012_10_7506320863637;0;1;0.840137038;;
DrBr1207;0.0516325;2;0.579377079;;
DrBo0206;0.070962196;2;0.613864146;;
PtJ21107R;0.046265438;4;0.224896667;;
DrBo0107;0.070962196;2;0.916394347;;
DrZD0107;0.049642454;2;0.781542281;;
DrMO1206;0.0516325;2;0.788821113;;
DrOr0306;0.038492844;3;0.428220582;;
OrJ11107J;0.038492844;3;0.2763304;;
OrJ11107R;0.038492844;3;-0.037034312;;
DrRu1208;0.0516325;2;0.329132309;;
DrTr1208;0.0444583;3;0.805322826;;
OrJ21107J;0.038492844;3;0.188629346;;
DrDr1206;0.0516325;2;0.751317319;;
DrZD1207;0.049642454;2;0.806383451;;
PtJ21107J;0.046265438;4;0.221949955;;
OrJ21107R;0.038492844;3;-0.062703495;;
PtJ11107R;0.046265438;4;0.325085269;;
PtJ11107J;0.046265438;4;0.154175343;;
MuGB0206;0.072356573;2;0.399342663;;
MuCe1206;0.070281072;2;0.770895908;;
MuPe1207;0.072356573;2;0.727804149;;
MuMo1206;0.072356573;2;0.775580243;;
MuMl1208;0.070281072;2;1.438946655;;
MuMe1207;0.072356573;2;0.663369128;;
MuKo1207;0.070281072;2;0.801382956;;
MuKo0206;0.070281072;2;0.743519947;;
MuGR1208;0.070281072;2;0.916394347;;
SaPg0807;0.126322988;2;0.678667521;;
SaJD1107;0.096310374;3;0.591444405;;
SaJD0206;0.096310374;3;0.512150792;;
SaJD1106;0.096310374;3;0.481179983;;
SKD0016_2007_8_DUNAJ - HAINBURG (JDS2 14L)_BF;0.096666667;2;0.620967147;;
SKD0018_2007_8_DUNAJ - ŠTÚROVO (JDS2-23R)_BF;0.09;3;0.579805466;;
SKD0018_2007_8_DUNAJ - KOMÁRNO (JDS2 20L)_BF;0.077777778;4;0.348782427;;
SKD0018_2007_8_DUNAJ - KOMÁRNO (JDS2 20R)_BF;0.077777778;4;0.372356201;;
SKD0018_2007_8_DUNAJ - ŠTÚROVO (JDS2-23L)_BF;0.09;3;0.660480333;;
SKD0018_2007_8_DUNAJ - ŠTÚROVO_BF;0.09;3;0.67881543;;
SKD0018_2007_5_DUNAJ - KOMÁRNO_BF;0.077777778;4;0.458793401;;
SKD0018_2008_5_DUNAJ - KOMÁRNO_BF;0.077777778;4;0.637561304;;
SKD0018_2008_3_DUNAJ - ŠTÚROVO_BF;0.09;3;0.513798928;;
SKD0018_2008_10_DUNAJ - KOMÁRNO_BF;0.077777778;4;0.513798928;;
SKD0016_2008_5_DUNAJ - BRATISLAVA - ?AVÝ BREH_BF;0.11;3;0.55496061;;
SKD0016_2007_10_DUNAJ - BRATISLAVA - ?AVÝ BREH_BF;0.11;3;0.951000151;;
SKD0016_2007_10_DUNAJ - BRATISLAVA - PRAVÝ BREH_BF;0.080909091;3;0.249680019;;
SKD0016_2007_11_DUNAJ - HAINBURG_BF;0.096666667;2;0.951000151;;
SKD0016_2007_5_DUNAJ - BRATISLAVA - ?AVÝ BREH_BF;0.11;3;0.565961699;;
SKD0016_2007_5_DUNAJ - BRATISLAVA - PRAVÝ BREH_BF;0.080909091;3;0.526672048;;
SKD0016_2007_5_DUNAJ - HAINBURG_BF;0.096666667;2;0.422947377;;
SKD0016_2007_5_DUNAJ - KARLOVA VES_BF;0.120833333;2;0.730978201;;
SKD0016_2007_8_DUNAJ - BRATISLAVA - ?AVÝ BREH (JDS2 16L)_BF;0.11;3;0.951000151;;
SKD0016_2007_8_DUNAJ - HAINBURG (JDS2 14R)_BF;0.096666667;2;0.125917642;;
SKD0016_2007_9_DUNAJ - KARLOVA VES_BF;0.120833333;2;0.455950646;;
SKD0016_2008_10_DUNAJ - BRATISLAVA - ?AVÝ BREH_BF;0.11;3;0.102343868;;
SKD0016_2008_10_DUNAJ - BRATISLAVA - PRAVÝ BREH_BF;0.080909091;3;0.170922179;;
SKD0016_2007_9_DUNAJ - HAINBURG_BF;0.096666667;2;-0.094104386;;
SKD0017_2007_5_DUNAJ - MEDVE?OV_BF;0.075555556;2;0.390036552;;
SKD0018_2007_10_DUNAJ - KOMÁRNO_BF;0.077777778;4;0.926340182;;
SKD0017_2008_5_DUNAJ - MEDVE?OV_BF;0.075555556;2;0.183765925;;
SKD0017_2008_10_DUNAJ - RAJKA_BF;0.085555556;2;0.466651379;;
SKD0017_2008_10_DUNAJ - MEDVE?OV_BF;0.075555556;2;0.579805466;;
SKD0016_2008_4_DUNAJ - HAINBURG_BF;0.096666667;2;0.290934144;;
SKD0017_2007_8_DUNAJ - MEDVE?OV (JDS2 18L)_BF;0.075555556;2;0.372356201;;
SKD0016_2008_4_DUNAJ - KARLOVA VES_BF;0.120833333;2;0.00804869;;
SKD0017_2007_10_DUNAJ - MEDVE?OV_BF;0.075555556;2;0.513798928;;
SKD0016_2008_9_DUNAJ - KARLOVA VES_BF;0.120833333;2;0.180923169;;
SKD0016_2008_9_DUNAJ - HAINBURG_BF;0.096666667;2;0.070912116;;
SKD0016_2008_5_DUNAJ - BRATISLAVA - PRAVÝ BREH_BF;0.080909091;3;0.290934144;;
SKD0018_2007_11_DUNAJ - ŠTÚROVO_BF;0.09;3;0.513798928;;
SKD0017_2007_8_DUNAJ - MEDVE?OV (JDS2 18R)_BF;0.075555556;2;0.325208652;;
