SampleID;x1;x2;y;RandomEffect
2000005;0.6291;0.162894737;0.796296296;4
3000002;0.5292;0.184922078;0.510288066;5
4000005;0.4875;0.289019868;0.351851852;4
5000003;0.5707;0.174516779;0.688271605;5
6000001;0.6402;0.173154362;0.600823046;5
8000001;0.4781;0.124462585;0.526748971;4
10000006;0.6844;0.1303625;0.582304527;3
10000009;0.7239;0.130113043;0.666666667;4
10000011;0.413;0.0795;0.314814815;2
10000013;0.7243;0.122515152;0.293209877;4
10000014;0.6084;0.145045455;0.439102564;4
11000016;0.5049;0.114503451;0.345679012;4
13000005;0.7229;0.120613338;0.591049383;2
13000011;0.5908;0.169964706;0.493518519;2
14000016;0.7891;0.113981982;0.655864198;5
15000032;0.3844;0.172153846;0.296296297;4
15000033;0.8169;0.077952381;0.931481482;2
15000034;0.7985;0.063808219;0.944907407;2
15000046;0.6362;0.099453333;0.518518519;2
15000073;0.8567;0.139681034;0.513227514;4
16000024;0.6247;0.123559701;0.555092593;2
16000070;0.5689;0.102635841;0.485690236;3
17000007;0.8171;0.170037041;0.685185185;3
18000077;0.6725;0.116175575;0.557870371;3
19000012;0.7782;0.118413046;0.797325103;4
19000015;0.5958;0.081607915;0.63510101;1
20000026;0.7712;0.090428575;0.810185185;
21000030;0.3373;0.109718121;0.550925926;2
21000062;0.8567;0.101159722;0.616769548;4
21000110;0.7865;0.014117647;0.592592593;1
21000572;0.3387;0.061911565;0.847222222;1
21000587;0.5081;0.109818182;0.353909465;4
21000648;0.607;0.057239669;0.239197531;2
21000759;0.349;0.084578378;0.898148148;4
21000861;0.7992;0.0257125;0.537037037;1
21000872;0.29;0.101257919;0.516203704;2
21000873;0.9278;0.05670068;0.823045267;1
21000930;0.8183;0.027666667;0.763888889;2
21001663;0.4158;0.1;0.533564815;3
22000043;0.157;0.102511561;0.359722222;2
22000047;0.7557;0.050113363;0.553240741;1
22000050;0.78;0.10225188;0.571296296;3
22000053;0.1908;0.089022727;0.439300412;3
22000062;0.6206;0.079507353;0.87345679;4
25000018;0.7987;0.054475;0.838734568;4
25000021;0.4571;0.049833333;0.693055556;3
25000097;0.6578;0.06858209;0.904320988;5
25000592;0.776;0.037089744;0.771296296;1
25000707;0.8633;0.04791791;0.641203704;3
25000727;0.6675;0.078;0.956790124;4
25000728;0.6297;0.072;1.047619048;5
26000082;0.376;0.148394089;0.74691358;4
28000001;0.3446;0.123573222;0.883333333;4
30000013;0.2507;0.092548613;0.319444445;2
31000032;0.6453;0.05202817;0.714814815;2
32000001;0.7559;0.114709302;1.005208333;4
33000004;0.4302;0.10643956;0.528356482;3
34000019;0.3928;0.102563953;0.705761317;5
35000011;0.5732;0.065370788;0.514917696;2
35000013;0.2643;0.062237411;0.647119342;2
37000011;0.2882;0.119124294;0.357060185;3
41000016;0.0693;0.13665641;0.589814815;4
42000012;0.2614;0.073102414;0.751028807;1
44000021;0.3217;0.117989529;0.80787037;4
44000021;0.3217;0.117989529;0.80787037;4
45000003;0.3758;0.136750791;0.551440329;5
45000005;0.2835;0.136448087;0.56712963;4
46000017;0.3743;0.123457286;0.6494709;2
46000020;0.3886;0.119039604;0.626157408;3
47000001;0.2645;0.12320892;0.820023148;4
48000010;0.4821;0.225771277;0.289609053;4
49000061;0.3958;0.127739316;0.264917695;3
49000082;0.5198;0.301150327;0.426440329;3
49000092;0.474;0.261;0.264550265;4
50000056;0.2766;0.252139785;0.409722222;4
50000057;0.519;0.232967742;0.336419753;4
50000058;0.616;0.059666667;0.797619048;1
51000002;0.2829;0.1125;0.424074074;2
52000025;0.4386;0.233801075;0.368055556;3
52000029;0.3574;0.184802139;0.324074074;4
52000033;0.2558;0.111359277;0.528240741;1
52000039;0.3884;0.338532258;0.361111111;4
52000068;0.1364;0.192196721;0.592592593;4
52000199;0.1332;0.152891304;0.289351852;2
53000011;0.3433;0.105282828;0.264814815;2
53000095;0.35;0.092372881;0.277777778;1
54000002;0.0797;0.13997561;0.217592593;2
56000002;0.1743;0.184242718;0.483333333;4
56000003;0.2154;0.09952451;0.361111111;4
56000005;0.2276;0.186033654;0.436213992;4
57000044;0.0887;0.191991266;0.542245371;2
57000050;0.3093;0.139034483;0.412615741;5
57000058;0.2977;0.120594737;0.438657407;5
57000179;0.205;0.098;0.447530864;4
58000019;0.0326;0.159962963;0.641835017;2
58000047;0.1492;0.18367027;0.520370371;4
59000006;0.1417;0.129442623;0.455387206;4
60000024;0.301;0.24890566;0.436921297;3
62000014;0.0809;0.149618843;0.341563786;4
64000025;0.0251;0.163121053;0.320987654;4
