SampleID;x1;x2;y; 
1;0.729384726;62.5;0.485969492;
2;0.434222025;72.5;0.780877178;
3;0.640502706;96.5;0.491061673;
4;0.866586422;99;0.343120496;
5;0.416993762;47.5;0.546343537;
6;0.59456982;81.5;0.430985783;
7;0.379113012;56.5;0.82112431;
8;0.354329578;62.5;0.784612272;
9;1.087670773;60;0.199911949;
10;0.489584025;45.5;0.906320831;
11;0.557296519;91.5;0.545221232;
12;0.591784472;100;0.457761924;
13;0.503040454;54;0.770596202;
14;0.503040454;25;0.664230789;
15;0.559165882;100;0.605703048;
16;0.524456914;86.5;0.501138626;
17;0.483237184;96.5;0.432468493;
18;0.5237387;35;0.852561772;
19;0.869720524;62.5;0.38120738;
20;0.925160879;45;0.463346463;
21;0.931547798;95;0.345477441;
22;0.48790348;60;0.728310143;
23;0.50345353;40;0.762436586;
24;0.808945824;70;0.391849986;
25;0.289329958;77.5;0.487984958;
26;0.741917644;90;0.541942632;
27;0.473342865;97.5;0.41556707;
28;0.547117051;99.5;0.476815092;
29;0.391982118;80;0.757814905;
30;0.391982118;97.5;0.739907838;
31;0.321322654;80;0.705683693;
32;0.321322654;93.5;0.667705414;
33;0.467890899;95;0.691249727;
34;0.85799988;95;0.430494817;
35;0.809244911;100;0.606660961;
36;0.706290701;80.5;0.370222511;
37;0.54736778;95;0.619803778;
38;0.478075315;85;0.855142093;
39;0.432580737;67.5;0.442227129;
40;0.539075175;100;0.790464838;
41;0.648504044;100;0.423284526;
42;0.674114368;55;0.366478446;
43;0.542169031;47.5;0.638685812;
44;1.177174827;84;0.416196045;
45;0.509737596;100;0.993416157;
46;0.366740326;25;0.708872435;
47;1.308926618;82.5;0.45827861;
48;0.539476065;100;0.836842592;
49;0.528453107;100;0.649514886;
50;0.56562395;100;0.627124918;
51;0.503040454;87.5;0.898972722;
52;0.503040454;100;0.718672801;
53;0.503040454;100;0.835524169;
54;0.400288626;100;0.788023815;
55;0.737561291;94;0.410781574;
56;0.378246525;80;0.478516435;
57;0.523622852;100;0.738801493;
58;0.728953569;55;0.607789215;
59;0.55045187;62.5;0.448118602;
60;0.306285142;95;0.902069863;
61;0.350847276;46.5;0.589739554;
62;0.404597445;37.5;0.739557351;
63;0.483876317;70;0.486022776;
64;0.514976986;55;0.569828873;
65;0.751424922;29.5;0.451317771;
66;0.630337665;96.5;0.416369488;
67;0.336920295;98.5;0.811477123;
68;0.361985819;97.5;0.875047769;
69;0.53863523;20;0.895342752;
70;0.54618483;55;0.794003897;
71;0.555408438;65;0.923332621;
