SampleID;x1;x2;y;RandomEffect ; 
1;15.32413;23.596359;18.750658;1984;
2;14.436739;21.169348;14.739897;1985;
3;14.56663;21.929674;13.109378;1986;
4;13.118152;19.813587;14.575027;1987;
5;15.736739;24.623859;15.724066;1988;
6;14.963043;22.758533;18.130855;1989;
7;16.053261;36.445707;25.477989;1990;
8;16.113043;41.3525;27.661215;1991;
9;16.053261;38.268043;22.959494;1992;
10;13.372826;40.850598;26.821625;1993;
11;16.161957;42.919946;22.029731;1994;
12;16.233696;39.885652;23.897822;1995;
13;15.595652;44.70288;27.207587;1996;
14;18.051087;46.11087;23.431459;1997;
15;14.122826;39.855435;22.597614;1998;
16;15.494565;38.46163;21.347269;1999;
17;14.619565;42.305543;23.840288;2000;
18;15.738043;45.372989;20.839726;2001;
19;17.511957;38.905815;22.329149;2002;
20;17.240217;41.133859;19.863793;2003;
21;15.728261;44.620652;20.650317;2004;
22;16.006522;40.32837;20.492629;2005;
23;17.329348;41.987717;18.75227;2006;
24;16.240217;70.859022;26.748682;2007;
25;16.405435;41.083913;21.209616;2008;
26;16.225;41.004076;19.493228;2009;
27;15.916304;32.629239;18.194475;2010;
28;16.231522;37.377337;16.263828;2011;
29;14.919565;34.698804;14.845599;2012;
30;16.322826;39.946685;14.353858;2013;
31;15.992065;26.495598;13.745789;2014;
32;17.450326;23.704728;13.959865;2015;
33;16.241087;28.540652;16.367701;2016;
34;16.706739;28.178207;15.524068;2017;
35;15.973587;34.877174;13.798469;2018;
36;16.09087;33.137826;14.77222;2019;
37;16.14913;28.897717;12.107299;2020;
38;14.97337;29.926413;14.797787;2021;
39;18.500652;26.754891;14.435364;2022;
40;16.999457;19.939402;11.542977;2023;
41;15.523913;21.826359;11.07988;2024;
42;16.295109;28.64538;17.069357;2025;
43;17.690435;31.350489;15.222059;2026;
44;14.851848;37.354728;15.672596;2027;
45;15.667826;29.433696;14.27269;2028;
46;16.119783;23.114837;8.855486;2029;
47;16.147826;29.730543;13.272268;2030;
48;16.265543;23.405543;12.040443;2031;
49;15.915;23.939674;10.889944;2032;
50;16.897283;25.6575;10.937386;2033;
51;16.165217;28.207446;14.91124;2034;
52;16.855109;28.636902;14.188128;2035;
53;15.123261;34.362391;11.510091;2036;
54;16.520978;28.47337;13.24839;2037;
55;15.779891;30.365543;11.611451;2038;
56;16.866522;30.943533;13.808309;2039;
57;16.125326;26.160489;12.754245;2040;
58;16.700217;23.72962;11.142382;2041;
59;18.314239;21.499457;9.852895;2042;
60;16.184891;32.546141;15.939487;2043;
61;17.272391;28.358696;11.861868;2044;
62;17.108478;36.545163;14.666509;2045;
63;18.840217;32.969402;12.455572;2046;
64;16.495326;26.478478;9.913226;2047;
65;15.582826;28.997228;9.990564;2048;
66;16.242935;19.611033;8.908254;2049;
67;16.031413;19.480054;9.003638;2050;
68;17.966087;18.947065;9.78507;2051;
69;16.403478;29.525217;14.990302;2052;
70;16.936848;25.675109;10.283927;2053;
71;17.288696;30.106141;10.205215;2054;
72;18.171957;30.415652;10.387595;2055;
73;18.317935;31.862391;11.47693;2056;
74;16.647935;29.826033;10.544294;2057;
75;16.861957;24.810163;10.319935;2058;
76;16.35163;22.525054;9.286109;2059;
77;17.356957;23.262989;7.743089;2060;
78;18.637283;33.781467;10.960775;2061;
79;17.57337;24.970435;12.856973;2062;
80;16.739022;35.574293;11.685066;2063;
81;16.871522;32.583424;11.83768;2064;
82;19.082935;32.413261;10.118504;2065;
83;16.821957;27.708261;10.045712;2066;
84;18.399022;24.636957;9.715281;2067;
85;16.912283;22.574674;10.142235;2068;
86;18.999674;22.692174;10.195012;2069;
87;18.336196;29.217391;13.650677;2070;
