SampleID;x1;x2;y;RandomEffect
ES_13_0018;1;1;0;HWS
ES_33_0001;1;2;0;HWS
FR05812001;1;1;0;MGR
HU_BEL285;1;1;0;MGR
HU_CUH322;1;1;0;MGR
HU_MOR304;1;1;0;MGR
HU_SAS309;1;1;0;LLR
HU_TET046;1;1;0;MGR
HU_ZAL030;1;1;0;LLR
LTSVJA01;1;1;0;LLR
PL_DRA010;1;1;0;LLR
PL_DRA034;1;1;0;LLR
PL_PAS031;1;1;0;MGR
PL_PAS042;1;1;0;MGR
PL_PAS059;1;1;0;LLR
PL_SLU022;1;1;0;LLR
PL_SLU046;1;1;0;LLR
PL_WAS002;1;1;0;LLR
PL_WDA005;1;1;0;LLR
PL_WDA030;1;1;0;LLR
PL_WDA053;1;1;0;LLR
PTGU075;1;1;0;MES
PTGU076;1;1;0;MES
PTGU086;1;1;0;MES
PTGU100;1;1;0;MES
PTLIS003;1;2;0;MES
PTMO018;1;1;0;MES
PTMO036;1;1;0;MES
PTMO063;1;1;0;MES
PTRA036;1;1;0;MES
PTRA042;1;1;0;MES
PTRO002;1;1;0;MES
PTTA078;1;1;0;MES
PTTA088;1;1;0;HWS
PTTA131;1;1;0;MES
PTTA170;1;1;0;MES
PTVO26;1;2;0;HWS
PTVO27;1;2;0;HWS
RO.Si.04-51;1;1;0;MGR
RO.Si.04-58;1;1;0;MGR
RO.Si.04-68;1;1;0;MGR
RO.Si.04-69;1;1;0;MGR
RO.Si.04-85;1;1;0;MGR
RO.Si.04-87;1;1;0;MGR
RO.Si.04-89;1;1;0;MGR
RO.Si.04-90;1;1;0;MGR
RO.Si.05-3;1;1;0;MGR
RO.Si.05-5;1;1;0;MGR
RO.Si.06-13;1;1;0;MGR
RO.Si.06-2;1;1;0;MGR
RO.Si.07-10;1;1;0;MGR
RO.Si.07-12;1;1;0;MGR
RO.Si.07-13;1;1;0;MGR
RO.Si.08-31;1;1;0;MGR
UK_EA13911;1;1;0;LLR
UK_EA16656;1;1;0;MGR
UK_EA3795;1;1;0;LLR
UK_EA4732;1;1;0;LLR
UK_EA510;1;1;0;LLR
UK_EA6710;1;1;0;MGR
UK_EA7059;1;1;0;MGR
UK_EA7232;1;1;0;MGR
UK_EA8530;1;1;0;LLR
UK_EA8628;1;1;0;LLR
UK_EA9280;1;1;0;MGR
UK_EA9540;1;1;0;MGR
ATPULK206;4;5;0;LLR
ATREI_509;1;1;0;MGR
ATREIT404;1;1;0;MGR
ATSAMO470;1;1;0;MGR
ATTHAY419;3;5;0;MGR
DESR0067;3;2;0;LLR
DESR0073;3;2;0;LLR
DESR0100;3;2;0;LLR
DESR0109;3;2;0;LLR
DESR0516;3;3;0;LLR
DESR0522;3;3;0;LLR
DESR0527;3;1;0;LLR
DESR0528;3;3;0;LLR
DESR0550;3;1;0;MGR
DESR0564;3;1;0;LLR
DESR0565;3;3;0;MGR
DESR0571;3;1;0;LLR
DESR0576;3;3;0;LLR
DESR0588;3;1;0;LLR
DESR0599;3;3;0;LLR
ES_06_0011;1;1;0;HWS
ES_06_0012;1;1;0;HWS
ES_10_0004;3;2;0;MES
ES_20_0003;1;1;0;HWS
ES_22_0021;4;5;0;MES
ES_35_0734;1;1;0;HWS
ES_35_0955;1;1;0;HWS
ES_35_0968;1;1;0;HWS
ES_35_0992;1;1;0;HWS
ES_35_0994;1;1;0;MES
ES_35_1064;1;1;0;MES
ES_35_1110;1;1;0;HWS
ES_35_1483;3;5;0;MES
ES_35_1498;3;5;0;MES
ES_35_1500;1;1;0;MES
ES_35_1502;4;1;0;MES
ES_35_1504;3;2;0;MES
ES_35_1507;3;1;0;MES
ES_35_1518;5;1;0;MES
ES_35_1519;5;5;0;MES
ES_35_1531;3;2;0;HWS
ES_35_1561;4;5;0;MES
ES_35_1565;4;5;0;MES
ES_35_1567;4;1;0;MES
ES_35_1569;5;1;0;HWS
ES_35_1570;5;5;0;MES
ES_35_1582;3;5;0;MES
ES_35_1598;4;1;0;MES
ES_35_1614;5;5;0;MES
ES_35_1616;5;3;0;HWS
ES_35_1623;4;1;0;HWS
ES_35_1645;1;2;0;MES
ES_35_1662;1;1;0;MES
ES_35_1732;1;1;0;MES
ES_35_1733;1;1;0;HWS
FR01590048;4;1;0;MGR
FR01620069;4;5;0;LLR
FR03770094;4;1;0;LLR
FR03940072;4;2;0;LLR
FR04490045;4;1;0;MGR
FR05321002;3;3;0;MGR
FR05331007;3;5;0;MGR
FR06010096;5;1;0;MGR
HU_ALT047;4;2;0;LLR
HU_BAN011;1;1;0;LLR
HU_BER001;1;1;0;MGR
HU_BER286;1;1;0;MGR
HU_BOR041;1;2;0;LLR
HU_BOR191;1;1;0;MGR
HU_CSE290;1;1;0;LLR
HU_CSI236;4;2;0;LLR
HU_DER223;4;2;0;MGR
HU_EGE009;1;1;0;LLR
HU_GAL293;4;5;0;LLR
HU_GYO003;4;1;0;MGR
HU_GYO013;1;1;0;MGR
HU_HOR110;4;1;0;LLR
HU_IKV054;1;2;0;LLR
HU_KOP057;1;2;0;LLR
HU_KOS099;1;2;0;LLR
HU_MOS084;1;1;0;LLR
HU_SAR133;1;1;0;LLR
HU_SZE045;1;1;0;MGR
HU_TAR021;1;1;0;MGR
HU_TAR330;1;5;0;MGR
HU_TOC088;4;1;0;LLR
HU_VAJ089;4;5;0;LLR
IT_00370011PG;1;2;0;MES
IT_04730003SA;1;1;0;MES
IT_06900014TR;1;3;0;MES
IT_06900048PG;3;3;0;MES
IT_06900084TR;1;1;0;MES
IT_06900092TR;3;1;0;HWS
IT_06900099PG;3;5;0;MES
IT_06900108PG;1;1;0;MES
IT_06900111PG;1;2;0;MES
IT_06900112PG;1;1;0;MES
IT_06900115TR;1;1;0;MES
IT_06900116TR;1;1;0;MES
IT_06900118PG;3;3;0;MES
IT_06900156TR;1;2;0;MES
LTMUSD01;5;1;0;LLR
LTNVLD01;3;1;0;LLR
LTNVME01;3;1;0;LLR
PL_BAU013;4;1;0;LLR
PL_BOB03;4;5;0;LLR
PL_BOB06;4;2;0;LLR
PL_BOB07;4;2;0;LLR
PL_BOB10;4;2;0;LLR
PL_BOB26;3;5;0;MGR
PL_BOB32;4;3;0;LLR
PL_BOB33;4;3;0;LLR
PL_BOB34;4;5;0;LLR
PL_BOB43;4;2;0;LLR
PL_BOB44;4;2;0;LLR
PL_BOB53;1;2;0;MGR
PL_BOB60;3;3;0;LLR
PL_BRK02;5;1;0;LLR
PL_KAC06;3;3;0;LLR
PL_KAC16;5;3;0;MGR
PL_LEB001;1;1;0;LLR
PL_LIP01;5;2;0;LLR
PL_LUB01;4;1;0;MGR
PL_LUB03;4;1;0;LLR
PL_LUP024;1;2;0;LLR
PL_MOR01;1;1;0;LLR
PL_NIL20;4;1;0;MGR
PL_OLA01;4;5;0;MGR
PL_OLA02;4;3;0;LLR
PL_OLA03;4;3;0;LLR
PL_OLA11;4;1;0;LLR
PL_OLA12;4;5;0;LLR
PL_PAR019;3;1;0;MGR
PL_PAR031;3;1;0;MGR
PL_PAS029;1;1;0;LLR
PL_PAS040;1;2;0;LLR
PL_REG033;1;1;0;LLR
PL_SIL01;1;1;0;MGR
PL_SLE04;5;3;0;MGR
PL_SLE05;5;3;0;LLR
PL_SLE08;5;3;0;LLR
PL_SLE09;5;3;0;LLR
PL_SLE10;5;3;0;LLR
PL_SLU003;1;1;0;LLR
PL_SLU026;1;1;0;MGR
PL_TRZEBOS10;4;2;0;LLR
PL_WDA021;1;1;0;LLR
PL_WER022;1;1;0;LLR
PL_WIP057;1;2;0;LLR
PL_ZGD060;1;1;0;MGR
PTAV002;3;1;0;HWS
PTCA016;3;1;0;MES
PTDO002;4;1;0;HWS
PTDO003;4;1;0;MES
PTDO004;4;1;0;MES
PTDO010;3;1;0;MES
PTDO021;4;1;0;HWS
PTDO023;3;1;0;HWS
PTDO024;4;1;0;HWS
PTDO025;4;1;0;MES
PTDO027;4;1;0;MES
PTDO028;5;1;0;MES
PTDO029;4;1;0;MES
PTDO030;4;1;0;MES
PTDO031;3;1;0;HWS
PTDO038;3;1;0;HWS
PTDO039;3;1;0;MES
PTDO041;4;1;0;MES
PTDO042;4;2;0;MES
PTDO059;4;2;0;MES
PTDO071;4;1;0;MES
PTDO072;3;1;0;MES
PTDO080;3;1;0;HWS
PTDO082;3;1;0;MES
PTDO086;3;1;0;MES
PTDO087;1;1;0;MES
PTDO089;4;1;0;MES
PTDO090;5;1;0;MES
PTDO091;4;1;0;MES
PTDO094;3;1;0;HWS
PTDO095;3;1;0;MES
PTDO096;4;2;0;HWS
PTDO097;3;1;0;MES
PTDO098;1;1;0;MES
PTDO102;3;1;0;HWS
PTDO106;3;1;0;MES
