SampleID;x1;x2;y;RandomEffect
1;3964;19.7;5.38;2002
2;7586;19.2;3.67;2002
3;2440;16.67;5.39;2012
4;2242;19.1;3.25;2002
5;1633;20.3;5.67;2013
6;2675;19.2;4.5;2002
7;7367;20.8;3.43;2002
8;3598;18;4.94;2002
9;2681;19.5;1.67;2002
10;2751;17.9;6;2002
11;718;12;5.84;2013
12;4100;18.1;3.38;2002
13;2257;18.5;4.63;2002
14;1884;18.4;6.33;2002
15;2411;23.87;5.33;2012
16;836;25.23;4.82;2012
17;1710;18.3;4.11;2002
18;2136;19.5;4.91;2002
19;1802;18.6;5.6;2002
20;1616;18.4;4.5;2002
21;1680;10.73;4.4;2012
22;1200;17.5;4.29;2002
23;7055;19.1;4.3;2002
24;2528;19.9;4.14;2002
25;1083;19.8;3.85;2002
26;4187;14.8;2.88;2002
27;3210;18.2;3.89;2002
28;2259;17.7;6;2002
29;1988;19.9;5.22;2002
30;1701;19;3;2002
31;1152;19.3;4;2002
32;5477;20.6;4.57;2002
33;4843;18.2;3.14;2002
34;3517;17;2.82;2002
35;538;16.9;2;2002
36;408;16.5;3;2002
37;3010;16.6;5;2002
38;4614;15.8;3;2002
39;13;15.9;4.13;2002
40;17168;16;4.75;2002
41;1764;19;3.75;2002
42;6411;15.7;3.17;2002
43;2042;18.6;6.5;2002
44;12;16.7;4;2002
45;7;11.6;6.74;2002
46;15;15.1;5.3;2002
47;5482;16.5;3.73;2002
48;932;20.8;3.45;2002
49;1880;19.2;4.91;2002
50;6;14.9;6.7;2002
51;6369;15.8;3.57;2002
52;1330;16.2;2.33;2002
53;4;11.6;6;2002
54;1;12.5;5.89;2002
55;654;13.4;5.81;2002
56;26;17.6;6.29;2002
57;2;13.5;5.73;2002
58;5259;15.3;5.95;2013
59;1681;19.4;3.83;2002
60;5;18.2;7.13;2002
61;4;10.6;5.5;2002
62;1531;17.4;3.86;2002
63;20;18.6;7.44;2002
64;70;11;6.5;2013
65;5;10.9;5.23;2002
66;4;9.6;5.2;2002
67;105;13.9;5.9;2013
68;3618;18;4.5;2002
69;0;13.6;6.69;2002
70;5533;18.5;4.14;2002
71;709;18.8;6;2002
72;14;16.4;5.33;2002
73;1;18.5;7;2002
74;11445;19.4;5.25;2002
75;1659;18.6;2.5;2002
76;504;14.8;6.11;2002
77;95;14.3;6;2002
78;7;16.5;4.5;2002
79;4;16.4;6.92;2002
80;4;16.6;4;2002
81;4;17.6;6.07;2002
82;3;13.6;6.25;2002
83;2;8.3;5.57;2002
84;1;15.5;5.43;2002
85;1;10.2;5.65;2002
