SampleID;x1;x2;y;RandomEffect
D0100012;39.291;100;0.374005081;2
D0100021;60;70;0.400737047;1
D0100022;107.58;70;0.414638366;2
D0100031;12.1;85;0.257302741;1
D0100032;20.579;95;0.320490378;2
D0100041;90;100;0.34334876;1
D0100042;56;100;0.447804937;2
D0100061;397;100;0.39796985;1
D0100062;388.21;95;0.555472093;2
D0100071;621;95;0.368131526;1
D0100072;555.2;95;0.519584847;2
D0100081;239;100;0.564224253;1
D0100082;438.4;95;0.493225383;2
D0100091;80;50;0.536616069;1
D0100092;122.07;20;0.463275262;2
D0100101;430;40;0.457808095;1
D0100102;353.54;30;0.525496855;2
D0100111;9;20;0.314555046;1
D0100112;16.147;25;0.400185835;2
D0100121;81;70;0.493789114;1
D0100122;67.309;75;0.419693961;2
D0100141;250;35;0.692134816;1
D0300011;59.5;90;0.288181863;1
D0300012;90.626;95;0.387219481;2
D0300013;89;100;0.297145582;3
D0300021;36.7;95;0.346291027;1
D0300022;79.24;95;0.283513218;2
D0300023;58;95;0.338481327;3
D0300031;6.2;100;0.445253203;1
D0300032;14.877;100;0.454314584;2
D0300033;12;100;0.38516736;3
D0300041;42.9;100;0.337109136;1
D0300042;294.72;100;0.417167277;2
D0300043;99;100;0.264999453;3
D0300051;11.2;90;0.294367634;1
D0300052;309.73;100;0.341455122;2
D0300053;68;100;0.301665504;3
D0300061;79.3;95;0.260719997;1
D0300062;301.68;80;0.422833878;2
D0300063;457;95;0.351818043;3
D0300071;24.4;80;0.484548741;1
D0300072;8.432;75;0.385463884;2
D0300073;8;70;0.367154356;3
D0300081;170;100;0.339140954;1
D0300082;108.57;100;0.462681689;2
D0300083;108;100;0.511029755;3
D0300101;47.8;50;0.354947083;1
D0300102;222.22;95;0.357047427;2
D0300103;72;30;0.273996448;3
D0300111;40.7;100;0.434819657;1
D0300112;66.091;100;0.500226975;2
D0300113;64;100;0.405528814;3
D0300121;229.2;100;0.486465805;1
D0300122;786.22;100;0.547920531;2
D0300123;300;100;0.408360506;3
D0300131;96;95;0.552065267;1
D0300132;680.73;90;0.579201212;2
D0300133;539;95;0.554556763;3
D0300141;59.5;85;0.34650184;1
D0300142;258.63;90;0.435844664;2
D0300143;157;95;0.365539639;3
D0300151;182;95;0.490141543;1
D0300152;452.06;85;0.572042629;2
D0300153;189;95;0.500413511;3
D0300161;146;60;0.415816374;1
D0300162;729.53;65;0.521245067;2
D0300163;251;50;0.469642113;3
D0300171;34.3;90;0.57167312;1
D0300172;210.62;95;0.57894416;2
D0300173;209;95;0.369998826;3
D0300181;15.2;100;0.36632633;1
D0300182;223.66;80;0.475246944;2
D0300183;169;90;0.342118913;3
D0300191;37.5;85;0.41372265;1
D0300192;32.164;80;0.489590427;2
D0300193;32;80;0.402703898;3
N1300241;40;55;0.456029463;1
N1300243;40;55;0.348391028;3
N1300251;60;10;0.380601038;1
N1300253;40;15;0.443625927;3
N1300261;50;0;0.321426883;1
N1300271;60;0;0.316707772;1
N1300273;70;0;0.441534642;3
N1300281;40;0;0.401912968;1
N1300291;50;10;0.357323758;1
N1300303;90;20;0.459459229;3
N1300321;120;30;0.38118206;1
N1300323;60;0;0.402606586;3
N1300341;90;0;0.512148322;1
N1300343;100;0;0.438088448;3
N1400021;20;45;0.518688152;1
N1400023;20;60;0.547296039;3
N1400061;20;60;0.428164745;1
N1400101;20;20;0.40289033;1
N1400103;20;20;0.453861005;3
N1400133;40;60;0.389559119;3
N1400211;30;90;0.450524401;1
N1400271;30;65;0.47732729;1
N1400272;20;50;0.573032795;2
N1400281;40;60;0.38763886;1
N1400283;40;50;0.432253872;3
N1400291;20;50;0.430844298;1
N1400292;70;50;0.466468567;2
N1400301;60;60;0.402252723;1
N1400303;90;40;0.520503737;3
N1400411;9;90;0.460379239;1
S0500021;9;10;0.281084518;1
S0500023;31;30;0.257647024;3
S0500031;9;35;0.199312966;1
S0500033;52;20;0.18343954;3
S0500041;9;10;0.246080073;1
S0500043;6;10;0.232765641;3
S0500051;6;40;0.181804196;1
S0500053;6;40;0.168617313;3
S0500061;15;10;0.176762106;1
S0500063;12;25;0.190258524;3
S0500071;15;60;0.31618416;1
S0500073;28;50;0.286526052;3
S0500081;9;0;0.302625381;1
S0500083;46;0;0.269297558;3
S0500101;12;30;0.433212918;1
S0500103;74;0;0.338580833;3
S0500111;3;0;0.231543253;1
S0500113;6;30;0.218711416;3
S0500121;9;10;0.282982327;1
