SampleID;x1;x2;y;RandomEffect ; 
NW_412909_22.05.2012;11.72;0.667620922;1.677;T5;
NW_686141_02.05.2006;11.85;0.667620922;1.494;T5;
NW_279201_13.05.2008;11.9;0.882126447;1.808;T5;
HE_11138_15.04.2007;11.933333;0.755569421;1.907;T5.1;
NW_451800_19.03.2012;11.975;0.885999755;1.706;T5;
NW_433100_19.04.2007;12;0.828025696;1.886;T5;
HE_11239_23.04.2008;12.007692;0.823143806;2.1;T5.1;
NW_228175_17.04.2008;12.1;0.54556297;1.719;T5;
NW_411309_19.06.2012;12.22;0.667620922;1.777;T5;
NW_414608_14.06.2012;12.42;0.656287746;1.833;T5;
NW_451800_27.04.2009;12.45;0.885999755;1.739;T5;
NW_417609_29.05.2006;12.5;0.857146542;1.661;T5;
NW_685781_03.05.2012;12.58;0.701344929;1.626;T5;
NW_412909_09.04.2009;12.733333;0.667620922;1.564;T5;
NW_686189_14.04.2009;12.825;0.667620922;1.664;T5;
HE_11108_13.03.2007;12.916667;0.988857794;1.8;T5.1;
NW_686530_19.03.2012;12.92;0.701344929;1.546;T5;
NW_412508_14.04.2009;12.95;0.667620922;1.576;T5;
NW_414402_14.06.2012;12.98;0.656287746;2.043;T5;
NW_442800_28.06.2007;13;0.906132861;1.908;T5;
NW_415704_04.07.2005;13;0.769657322;1.814;T5;
NW_444108_28.06.2007;13;0.906132861;1.9;T5;
NW_411309_16.04.2009;13.033333;0.667620922;1.538;T5;
HE_10744_05.05.2011;13.036364;0.986269059;2.069;T5.1;
NW_228175_14.06.2006;13.225;0.54556297;1.738;T5;
NW_420104_24.05.2005;13.25;0.633891585;1.595;T5;
NW_228199_14.06.2006;13.275;0.54556297;1.762;T5;
NW_214759_07.05.2007;13.325;0.877003936;1.756;T5;
NW_400105_02.05.2007;13.333333;0.667620922;1.64;T5;
NW_420300_25.05.2005;13.5;0.633891585;1.743;T5;
HE_10339_14.09.2005;13.691667;0.768758557;1.545;T5.1;
NW_223608_07.05.2007;13.7;0.877003936;1.937;T5;
HE_10744_11.04.2006;13.853846;0.986269059;2.1;T5.1;
NW_414554_12.05.2009;13.86;0.656287746;1.766;T5;
NW_420505_25.05.2005;14;0.633891585;1.779;T5;
NW_223608_18.08.2005;14.1;0.877003936;1.819;T5;
NW_505407_21.03.2007;14.1;0.868911114;1.717;T5;
HE_11267_24.04.2008;14.2;0.636801035;2.056;T5.1;
NW_210201_18.04.2005;14.2;0.920170121;1.782;T5;
NW_410901_10.05.2006;14.2;0.667620922;1.476;T5;
HE_10339_24.04.2008;14.275;0.768758557;1.545;T5.1;
NW_685781_19.05.2009;14.35;0.701344929;1.772;T5;
NW_228199_09.03.2012;14.475;0.54556297;1.8;T5;
NW_420608_30.05.2005;14.5;0.633891585;1.732;T5;
NW_205400_08.05.2007;14.55;0.937682812;1.783;T5;
NW_289206_25.04.2007;14.7;0.973102426;1.746;T5;
NW_452907_19.03.2012;14.75;0.885999755;1.755;T5;
NW_410408_19.04.2012;14.82;0.667620922;1.557;T5;
NW_414608_29.04.2009;14.833333;0.656287746;1.826;T5;
NW_630809_27.03.2012;14.88;0.845706456;1.577;T5;
NW_685770_04.05.2006;15;0.633891585;1.593;T5;
NW_627409_12.10.2005;15;0.845706456;1.652;T5;
NW_627409_12.05.2005;15;0.845706456;1.748;T5;
NW_410020_19.09.2006;15.25;0.667620922;1.556;T5;
NW_441867_23.04.2007;15.25;0.906132861;1.758;T5;
NW_279500_13.05.2008;15.3;0.877003936;1.739;T5;
NW_443700_11.07.2007;15.428571;0.906132861;1.9;T5;
NW_218558_27.03.2007;15.475;0.927939019;1.649;T5;
NW_441703_23.04.2007;15.5;0.906132861;1.597;T5;
NW_279407_20.03.2012;16.025;0.877003936;1.8;T5;
NW_410019_13.05.2009;16.25;0.667620922;1.796;T5;
NW_410202_19.04.2012;16.38;0.667620922;1.519;T5;
HE_11256_23.04.2008;16.461538;0.637118659;2.1;T5.1;
NW_505419_21.03.2007;16.625;0.868911114;1.65;T5;
NW_228175_09.03.2012;16.825;0.54556297;1.614;T5;
NW_442203_11.07.2007;17;0.906132861;1.855;T5;
HE_10852_18.07.2006;17.166667;0.623008854;1.967;T5.1;
NW_207056_06.04.2009;17.2;0.937682812;1.681;T5;
NW_453250_21.05.2007;17.25;0.885999755;1.733;T5;
HE_10300_05.05.2011;17.4;0.623008854;1.919;T5.1;
NW_210298_13.06.2005;17.4;0.920170121;1.867;T5;
NW_627604_12.05.2009;17.45;0.845706456;1.674;T5;
NW_414104_20.04.2009;17.6;0.656287746;1.678;T5;
NW_630111_28.03.2012;17.934;0.845706456;1.717;T5;
NW_431606_03.05.2005;18;0.633891585;1.8;T5;
NW_221107_02.05.2005;18.5;0.881937667;1.936;T5;
NW_450704_19.03.2012;18.75;0.885999755;1.952;T5;
NW_418950_03.07.2006;18.75;0.822756686;1.794;T5;
NW_685800_22.05.2012;18.82;0.667620922;1.654;T5;
NW_457206_16.05.2007;19;0.892021548;1.704;T5;
NW_200955_02.04.2009;19.025;0.937682812;1.665;T5;
NW_200955_08.05.2008;19.025;0.937682812;1.85;T5;
NW_455350_28.04.2009;19.075;0.885999755;1.787;T5;
NW_221107_01.04.2008;19.08;0.881937667;1.881;T5;
HE_11255_23.04.2008;19.166667;0.637118659;1.65;T5.1;
NW_279500_20.03.2012;19.25;0.877003936;1.707;T5;
NW_685768_03.05.2006;19.35;0.633891585;1.639;T5;
NW_414104_18.06.2012;19.76;0.656287746;1.852;T5;
NW_300378_02.05.2006;19.833333;0.961462829;1.765;T5;
NW_287600_19.05.2007;19.9;0.973102426;1.877;T5;
HE_10342_14.03.2005;19.916667;0.636801035;1.92;T5.1;
NW_685847_24.05.2006;19.95;0.822756686;1.857;T5;
HE_11255_13.05.2011;20.083333;0.637118659;1.835;T5.1;
HE_10343_24.04.2008;20.166667;0.755569421;1.539;T5.1;
NW_452907_28.04.2009;20.175;0.885999755;1.8;T5;
NW_418109_11.04.2012;20.225;0.857146542;1.738;T5;
NW_418109_07.06.2006;20.25;0.857146542;1.877;T5;
NW_272309_31.03.2004;20.3625;0.966429531;1.715;T5;
HE_10228_23.04.2008;20.416667;0.988857794;1.93;T5.1;
HE_10365_01.05.2008;20.5;0.645436444;1.87;T5.1;
NW_207159_06.04.2009;20.55;0.937682812;2.229;T5;
HE_10316_16.03.2005;20.583333;0.693708754;1.882;T5.1;
NW_210298_23.03.2009;20.65;0.920170121;1.914;T5;
HE_10682_16.03.2006;21.076923;0.875682212;1.85;T5.1;
HE_10346_13.04.2011;21.333333;0.757911197;1.894;T5.1;
NW_505160_31.05.2005;21.333333;0.868911114;1.917;T5;
HE_10300_17.02.2005;21.583333;0.623008854;1.9;T5.1;
HE_10365_10.03.2005;21.916667;0.645436444;1.85;T5.1;
HE_10862_20.07.2006;21.923077;0.807652196;1.957;T5.1;
NW_456652_29.04.2009;21.95;0.886486664;1.748;T5;
NW_205400_14.04.2009;22.05;0.937682812;1.727;T5;
NW_450807_14.04.2004;22.25;0.885999755;1.927;T5;
NW_418961_03.07.2006;22.25;0.822756686;1.913;T5;
HE_11137_15.04.2007;22.5;0.636801035;2.05;T5.1;
NW_519856_27.03.2007;22.5;0.868911114;1.725;T5;
NW_410020_07.05.2012;22.54;0.667620922;1.542;T5;
NW_410032_07.05.2012;22.64;0.667620922;1.483;T5;
NW_443001_11.07.2007;23;0.906132861;1.964;T5;
NW_419953_27.03.2007;23;0.868911114;1.644;T5;
NW_410019_07.05.2012;23.24;0.667620922;1.564;T5;
NW_300652_10.04.2006;23.5;0.970257122;1.65;T5;
NW_630640_12.04.2012;23.54;0.845706456;1.771;T5;
HE_10316_04.05.2011;23.916667;0.693708754;1.856;T5.1;
HE_10371_11.03.2005;23.923077;0.765717038;1.843;T5.1;
NW_519406_29.03.2007;24;0.868911114;1.817;T5;
NW_627811_26.03.2012;24.05;0.845706456;1.736;T5;
HE_10862_12.05.2011;24.166667;0.807652196;1.932;T5.1;
NW_450704_27.04.2009;24.625;0.885999755;1.8;T5;
NW_303380_06.06.2008;25;0.96651416;2.087;T5;
NW_457206_29.04.2009;25.05;0.892021548;1.594;T5;
NW_201509_07.04.2009;25.125;0.937682812;1.587;T5;
NW_200955_27.04.2006;25.15;0.937682812;1.687;T5;
NW_630809_27.09.2005;25.333333;0.845706456;1.623;T5;
NW_630809_25.04.2005;25.333333;0.845706456;1.717;T5;
HE_10228_10.04.2005;25.5;0.988857794;1.865;T5.1;
NW_419904_23.04.2007;25.666667;0.868911114;1.914;T5;
HE_10346_15.03.2005;25.916667;0.757911197;1.886;T5.1;
NW_303380_07.06.2005;26;0.96651416;2.275;T5;
NW_519303_29.03.2007;26;0.868911114;2.02;T5;
HE_10691_06.04.2006;26.316667;0.875682212;2.167;T5.1;
NW_451058_27.04.2009;26.35;0.885999755;1.868;T5;
HE_10317_16.03.2005;26.388889;0.712625431;2.123;T5.1;
NW_202204_07.04.2009;26.675;0.937682812;1.821;T5;
HE_10313_23.04.2008;26.916667;0.637118659;1.782;T5.1;
NW_457206_26.03.2012;27;0.892021548;1.59;T5;
HE_10343_14.03.2005;27.166667;0.755569421;1.53;T5.1;
HE_10313_16.03.2005;27.411765;0.637118659;1.856;T5.1;
NW_272309_16.04.2007;27.45;0.966429531;1.736;T5;
HE_10226_04.05.2005;27.583333;0.988857794;2.089;T5.1;
NW_263692_19.03.2009;28;0.869060443;1.897;T5;
NW_505481_12.04.2005;28;0.868911114;1.642;T5;
NW_453705_28.04.2009;28.1;0.885999755;1.886;T5;
NW_201509_27.04.2006;28.45;0.937682812;1.709;T5;
NW_440152_21.06.2007;28.75;0.906132861;1.804;T5;
NW_419400_04.07.2006;29.25;0.868911114;1.834;T5;
HE_10233_10.04.2005;29.363636;0.988857794;1.747;T5.1;
NW_451058_20.03.2012;29.875;0.885999755;1.793;T5;
NW_413902_18.06.2012;29.96;0.656287746;1.813;T5;
HE_10771_20.03.2007;30.692308;0.988857794;2.033;T5.1;
NW_505018_13.04.2005;31;0.868911114;1.626;T5;
NW_413902_15.04.2009;31.4;0.656287746;1.653;T5;
NW_453705_20.03.2012;31.775;0.885999755;1.768;T5;
NW_142803_29.03.2012;32.2;0.900026694;1.611;T5;
HE_11143_11.04.2007;32.416667;0.758017826;1.889;T5.1;
NW_292503_29.03.2007;32.525;0.961462829;1.784;T5;
HE_10347_01.05.2008;32.75;0.757911197;1.913;T5.1;
HE_10371_14.04.2011;32.916667;0.765717038;1.909;T5.1;
HE_10217_14.04.2005;33;0.988857794;1.826;T5.1;
NW_263692_21.03.2012;33.333333;0.869060443;1.997;T5;
HE_10765_18.04.2006;33.5;0.854735354;2.179;T5.1;
NW_453407_20.03.2012;33.5;0.885999755;1.689;T5;
HE_10344_11.04.2011;33.666667;0.755569421;2.113;T5.1;
NW_272309_15.06.2005;33.8;0.966429531;1.684;T5;
NW_302466_17.04.2007;34.166667;0.96651416;2.1;T5;
HE_10315_16.03.2005;34.833333;0.693708754;2.12;T5.1;
NW_142803_26.05.2009;35.05;0.900026694;1.825;T5;
HE_10771_21.04.2006;35.384615;0.988857794;2.074;T5.1;
NW_302156_18.04.2007;35.5;0.571861388;2.375;T5;
NW_142852_05.05.2004;35.75;0.900026694;1.787;T5;
NW_142803_12.06.2007;36;0.900026694;1.936;T5;
NW_143200_11.06.2007;36;0.952726626;1.894;T5;
HE_10317_03.05.2011;36.416667;0.712625431;1.95;T5.1;
HE_10317_25.04.2012;36.416667;0.712625431;2.035;T5.1;
NW_211394_30.05.2005;36.8;0.920170121;1.818;T5;
HE_10344_15.03.2005;36.833333;0.755569421;2.2;T5.1;
NW_435260_11.05.2006;37.25;0.783044811;1.642;T5;
HE_10807_10.04.2006;38.076923;0.426626255;1.585;T5.1;
NW_142852_27.03.2012;38.85;0.900026694;1.867;T5;
NW_143250_19.05.2009;39.275;0.952726626;1.873;T5;
NW_439976_20.06.2007;40;0.906132861;1.741;T5;
NW_453407_28.04.2009;40.1;0.885999755;1.764;T5;
HE_10148_22.03.2005;40.6875;0.875682212;2.3;T5.1;
HE_11028_14.04.2007;40.942029;0.971483023;2.091;T5.1;
NW_686487_25.04.2007;41.175;0.822756686;2.045;T5;
HE_10760_08.04.2006;41.5;0.974704607;1.98;T5.1;
HE_10650_22.03.2006;41.692308;0.677184608;1.804;T5.1;
HE_10347_15.03.2005;42.333333;0.757911197;2.193;T5.1;
NW_300354_25.04.2006;43.666667;0.961462829;1.744;T5;
NW_453500_15.04.2004;43.75;0.885999755;1.716;T5;
NW_211394_08.05.2008;44.275;0.920170121;1.816;T5;
NW_211394_19.03.2009;44.275;0.920170121;1.964;T5;
NW_143250_02.04.2012;45;0.952726626;1.943;T5;
NW_300329_20.04.2006;45.166667;0.970257122;1.788;T5;
HE_10234_01.04.2005;47.416667;0.988857794;2.06;T5.1;
NW_455702_29.04.2009;47.425;0.886486664;1.694;T5;
NW_419205_23.05.2006;48;0.868911114;1.927;T5;
NW_686487_15.08.2012;48.95;0.822756686;2.2;T5;
NW_686487_11.05.2012;48.95;0.822756686;2.155;T5;
NW_150400_05.05.2009;50.95;0.869060443;1.958;T5;
NW_300573_25.04.2006;52.166667;0.970257122;2.013;T5;
NW_140405_20.05.2009;55.425;0.869060443;1.825;T5;
HE_10753_04.07.2006;56.666667;0.986269059;2.029;T5.1;
NW_440504_29.04.2004;56.923077;0.906132861;1.923;T5;
HE_10195_31.03.2005;57.4;0.823143806;2.314;T5.1;
NW_505717_24.05.2005;59;0.868911114;1.85;T5;
HE_11098_20.03.2007;59.5;0.823143806;2.337;T5.1;
HE_11100_26.03.2007;60.5;0.986269059;2.375;T5.1;
NW_260459_12.03.2012;61;0.934119224;1.764;T5;
NW_300603_20.04.2006;61;0.970257122;1.86;T5;
NW_150400_18.04.2012;62.675;0.869060443;2;T5;
HE_11101_26.03.2007;63.538462;0.986269059;2.346;T5.1;
NW_140405_03.05.2012;65.3;0.869060443;1.872;T5;
HE_10677_10.04.2006;69.615385;0.875682212;1.678;T5.1;
HE_10212_01.04.2005;70.214286;0.854735354;1.967;T5.1;
NW_143807_08.04.2009;70.525;0.900026694;1.74;T5;
NW_144101_28.04.2009;71.4;0.900026694;1.852;T5;
NW_144101_04.04.2012;71.833333;0.900026694;1.909;T5;
HE_10201_17.03.2005;73.5;0.986269059;2.05;T5.1;
NW_143807_04.04.2012;77.833333;0.900026694;1.75;T5;
HE_10902_03.05.2012;78.583333;0.857513962;1.96;T5.1;
HE_11021_27.04.2007;95.47619;0.977877979;1.94;T5.1;
NW_260459_17.03.2009;99.95;0.934119224;1.858;T5;
HE_10902_10.04.2006;104.833333;0.857513962;1.8;T5.1;
HE_10161_21.03.2005;113.466667;0.875682212;2.35;T5.1;
NW_505729_25.05.2005;141;0.868911114;1.947;T5;
HE_10084_29.03.2005;233;0.971483023;2.425;T5.1;
