SampleID;x1;x2;y;RandomEffect
1;109.46;8.415;3;2002
2;106.17;8.293;1;2002
3;90;0.365;9;2012
4;86.45;8.397;2;2002
5;84.76;3.202;8;2013
6;83.16;8.415;1;2002
7;79.88;8.327;3;2002
8;79.88;5.573;4;2002
9;71.66;8.293;1;2002
10;66.73;0;0;2002
11;65.2;0.407;13;2013
12;65.09;8.34;3;2002
13;65.09;8.396;1;2002
14;61.8;5.574;1;2002
15;60;0.139;10;2012
16;60;0.363;6;2012
17;56.87;5.414;0;2002
18;51.94;8.427;6;2002
19;51.94;6.114;1;2002
20;51.94;0;0;2002
21;50;0.663;3;2012
22;48.65;5.457;1;2002
23;47.01;8.306;4;2002
24;47.01;5.466;2;2002
25;47.01;5.476;4;2002
26;43.72;3.131;1;2002
27;43.72;5.242;4;2002
28;42;5.573;0;2002
29;40.43;8.427;3;2002
30;40.43;5.438;1;2002
31;37.15;5.487;4;2002
32;35.5;3.158;0;2002
33;35.5;3.787;1;2002
34;33.86;3.15;1;2002
35;33.86;2.449;0;2002
36;32.22;2.71;1;2002
37;30.57;3.813;3;2002
38;28.93;2.951;0;2002
39;28.93;2.391;3;2002
40;27.29;1.503;1;2002
41;25.64;5.456;2;2002
42;22.36;2.953;1;2002
43;20.71;8.445;1;2002
44;20.71;2.42;1;2002
45;20.71;0.807;11;2002
46;19.07;2.349;4;2002
47;15.78;3.369;3;2002
48;15.78;0;0;2002
49;14.14;8.539;1;2002
50;14.14;2.173;5;2002
51;12.49;0;0;2002
52;12.49;2.714;1;2002
53;12.49;0.807;7;2002
54;12.49;1.241;5;2002
55;10.85;1.399;9;2002
56;10.85;0;3;2002
57;10.85;0.254;7;2002
58;9.6;0.502;10;2013
59;9.21;5.484;1;2002
60;9.21;1.711;5;2002
61;9.21;1.251;6;2002
62;7.56;5.465;0;2002
63;7.56;1.711;6;2002
64;6.72;3.846;10;2013
65;5.92;1.371;5;2002
66;5.92;0.712;3;2002
67;5.37;0.063;9;2013
68;2.63;3.49;1;2002
69;2.63;1.274;8;2002
70;0.99;1.578;3;2002
71;0.99;3.82;0;2002
72;0.99;2.416;1;2002
73;0.99;1.512;6;2002
74;0;8.54;1;2002
75;0;8.436;0;2002
76;0;1.397;4;2002
77;0;1.386;7;2002
78;0;2.423;1;2002
79;0;1.38;7;2002
80;0;0.181;1;2002
81;0;1.536;6;2002
82;0;1.274;6;2002
83;0;1.248;6;2002
84;0;2.213;5;2002
85;0;1.28;8;2002
