SampleID;x1;x2;y; 
1-12-1613/13;0.6;2;24.4236;
1-11-506/92;0.646;2;26.9634;
T-JTD-2013-PAV-585;0.69;2;25.8284;
T-JTD-2013-PAV-2141;0.7;2;24.9703;
1-472;0.7;2;23.4068;
1-12-1609/59;0.84125;1;26.9703;
1-11-510/91;0.89;1;20.8427;
1-10-399/1;0.92;2;24.5696;
1-10-1452/8;0.98;2;26.1477;
T-JTD-2013-PAV-611;0.9975;2;13.7914;
7705;1.143;2;34.6247;
904B;1.17208;2;27.907;
7725;1.17208;2;28.0387;
912;1.21375;2;25.8662;
908;1.21375;2;15.7145;
WAGNGN900 2007;1.25375;1;5.4581;
STEENWD943 2007;1.25375;1;20.5524;
13225;1.32875;1;5.4581;
13493;1.795;2;30.4581;
13201;1.96;2;17.7658;
13195;1.96;2;24.607;
13183;2.045;2;25.4581;
13547;2.045;2;15.9844;
13560;2.28;2;8.9668;
13572;2.32833;3;5.4581;
13500;2.32833;3;5.4581;
13470;2.32833;3;22.6994;
OPHMT921 2007;2.32833;3;26.7347;
LOEVSN 2007;2.47;3;4.9724;
OPHMT921 2006;2.47;3;5.3387;
SPIJKSDK860 2007;2.47;3;5.3387;
ZUIDMTGND 2007;2.47;3;0.2105;
VELP2 2006;2.47;3;0.2105;
NOORDHLDWT02 2007;2.47;3;0.2105;
HOLLDP02 2007;2.47;3;0.2105;
HOLLDMDN 2007;2.47;3;0.2105;
HARVT02 2007;2.47;3;4.2105;
VENTJGGTE 2007;2.47;3;12.9764;
VUILGT 2007;2.47;3;14.164;
NOORDLDK953 2007;2.47;3;0.2105;
HOOGVT1001 2007;2.47;3;0.2105;
HOOGVT1001 2006;2.47;3;0.2105;
NOORDLDK955 2006;2.47;3;0.2105;
POLDWLGLRK 2006;2.47;3;0.2105;
MO_Fa_BF_1;3.23417;2;16.5692;
DENI_10003_1;3.23417;2;24.9025;
DEHE_24_ab_182;4.4213;2;24.6888;
DEHE_24_ab_21;4.4213;2;21.2475;
1950;4.4213;2;17.7388;
1-12-484/18;4.4213;2;15.9232;
1-11-1420/94;1.02442;1;57.3055;
1-10-1456/17;0.51;1;56.2989;
7706;1.15583;1;54.8529;
1-588;1.15583;1;52.448;
1-1491;1.15583;1;51.6844;
T-VAKKR-2012-PAV-207;3.27;2;51.1909;
T-VAKKR-2012-PAV-107;0.42;1;50.336;
1-12-480/10;1.15583;1;50.1287;
1-11-1417/2;0.14833;1;49.1072;
T-JTD-2013-PAV-2049;0.39;1;48.7231;
1492;1.15583;1;48.5495;
1220;1.15583;1;47.7256;
REMMDN912 2007;3.27;2;45.1084;
13481;3.4;2;42.7637;
13468;3.27;2;41.7199;
13456;3.25;2;41.387;
13160;3.27;2;40.5614;
MILLGADRN866 2006;3.27;2;37.4445;
WOLFRN894 2007;3.31;2;37.2475;
ZUIDHVN976 2007;0.53;1;37.1847;
OLST2 2007;1.02442;1;36.4688;
IJSSL1000 2007;4.89;1;36.0113;
VELP2 2007;3.27;2;35.9248;
STEEG2 2007;1.19;2;35.6797;
HOLLDOT01 2006;3.27;2;34.7559;
OPPDT982 2006;0.61;1;34.1398;
ZWIJNDT983 2006;0.92;1;34.1398;
ZWIJNDT983 2007;3.31;2;33.5438;
20120713_LabVBre;3.27;2;32.5182;
EIJSDPTN 2007;3;2;32.4183;
20120718_LabObri;2.6;2;31.9337;
GATVVKPNOT 2007;0.57;1;31.0761;
STEURGZD 2007;0.5;1;30.638;
123000_2007-09-27;0.45;1;30.5413;
DESN_5-1_OBF00500_2008_07_16;0.72;1;30.3898;
DESN_5-1_OBF01800_2008_07_16_BF;0.45;1;30.0957;
DEHE_24_ab_260_07.07.2004;0.22333;1;29.8156;
LVLAM2;0.17667;1;29.7435;
LVDBB4;3.31;2;29.6222;
LVDDL5;0.05;2;29.61;
LVDDO1;1.14;1;29.4924;
1-10-401/10;3.25;2;29.4788;
LVLAM1;3.31;2;29.3771;
401;2.22;1;29.2787;
661K;1.02958;1;29.2119;
WAGNGN899 2006;3.87;1;29.0262;
13237;1.75;1;28.8819;
13523;3.25;2;28.7819;
SPIJKSDK860 2006;3.27;2;28.7819;
WOLFRN894 2006;3.27;2;28.3355;
KIEVTWD 2006;3.31;2;28.2105;
WIJHE2 2006;3.31;2;27.7967;
WIJHE2 2007;3.27;2;27.7105;
STEEG2 2006;0.96;1;27.6705;
GEWDE 2007;1.22;1;27.6705;
486;4.4213;2;27.492;
DESN_5-2_OBF02400_2008_07_01;1.59;2;27.025;
GLD / 2009 / 0319;0.98;1;26.7231;
GLD / 2009 / 0318;0.92;1;26.5009;
GLD / 2009 / 0316;0.94017;1;26.3273;
GLD / 2008 / 592;1.02442;1;25.592;
GLD / 2009 / 0315;3.47;1;25.3898;
DESN_5-2_OBF02560_2008_07_01;3.25;2;25.2105;
GLD / 2009 / 0311;3.27;2;25.2105;
GRAVE2 2007;3.27;2;24.7388;
DESN_5-1_OBF01600_2008_07_16;0.17667;2;24.6602;
BERW06_MV35R_2008033;3.31;2;24.3484;
DESN_5-1_OBF01300_2008_07_16;0.94017;1;24.1721;
LVLDK2;3.31;2;23.5438;
DEHE_24_ab_42_07.07.2004;0.14833;2;23.4179;
DEHE_24_ab_213;3.27;2;23.0676;
DEHE_24_ab_42_28.07.2007;3.27857;2;23.0676;
DEHE_24_ab_252;0.72;1;23.0475;
LVDDL3;0.055;2;22.8866;
LVDDR2;1.79;1;22.7231;
LVDDL2;1.15583;1;22.5229;
1-1565;2.68571;3;22.444;
905;1.02442;1;22.1606;
LVLDJ3;0.22333;1;22.057;
669;3.27;2;21.8321;
1220B;2.22;2;21.6351;
658;3.49286;2;21.5322;
LOEVSN 2006;3.31;2;21.3643;
KIEVTWD 2007;3.29846;3;21.2899;
OPPDT982 2007;0.94017;1;21.2347;
HEINOTNL990 2006;0.47;1;21.2231;
NIEUWMWDWZD 2006;2.28;2;21.0136;
20120713_LabSchm;1.02442;1;20.4939;
GLD / 2009 / 0317;3.27;2;20.2105;
GLD / 2008 / 018;2.68571;3;20.0595;
WB / 2006 / 020;3.45;3;19.7101;
DESN_5-2_OBF02820_2008_07_03;3.29846;3;19.6893;
GATVDVEN 2007;3.44286;2;19.6549;
OHE 2007;2.52444;3;19.54;
DESN_5-2_OBF02200_2008_07_01;3.31;2;19.1294;
20120718_LabLysa;3.2;3;19.1283;
DESN_5-1_OBF01500_2008_07_16;3.27;2;18.9605;
122050_2007-08-09;3.27;2;18.9605;
122100_2007-09-27;1.02442;1;18.9555;
907;1.02958;1;18.8273;
901;2.55;3;18.6476;
1736;3.31;2;18.3923;
DEHE_24_ab_127;0.53;1;18.078;
LVDDR4;3.27;2;18.0676;
LVDDL4;1.12;1;17.9539;
LVDDL6;0.32;1;17.7708;
LVDUD1;1.14;1;17.6421;
677;1.02958;1;17.1606;
828;3.285;3;17.0754;
1449;1.59;2;16.905;
LVDDL1;3.27;2;16.8771;
LVGDC1;3.31;2;16.8771;
LVLDK3;3.285;3;16.7825;
541;2.55;3;16.4368;
LVLDK5;3.285;3;16.374;
1573;3.44286;2;16.3395;
POLDWLGLRK 2007;0.94017;1;16.2082;
ZUIDHVN 2006;2.62;2;15.814;
20120713_LabDeci;0.87;2;15.7963;
602;0.55;1;15.3898;
WB / 2005 / 486;2.55;3;15.2323;
DRONGLN 2007;3.25;2;15.0253;
KEIZVR246 2007;2.55;3;14.9297;
GLD / 2008 / 006;2.52444;3;14.9056;
GLD / 2009 / 0309;2.55;3;14.8598;
DESN_5-2_OBF02100_2008_07_01;3.39385;3;14.8598;
DESN_5-1_OBF00400_2008_07_16;3.285;3;14.6723;
LVLDK4;2.55;2;14.6596;
DESN_5-1_OBF01900_2008_07_16;3.3075;1;14.519;
DESN_5-1_OBF01200_2008_07_16;2.74308;3;14.3932;
1039;2.55;3;14.1605;
DEHE_24_ab_330;3.62308;2;14.048;
DEHE_24_ab_77;3.8075;1;14.048;
SSR 3779;0.94017;1;13.8273;
LVDDO2;0.94017;1;13.8273;
LVDDR3;0.94017;1;13.8273;
2295;0.94017;1;13.8273;
474;1.02442;1;13.8273;
1344;1.02958;1;13.8273;
1-1639;1.02958;1;13.8273;
T-VAKKR-2013-PAV-625;1.02958;1;13.8273;
LVLDJ1;1.02958;1;13.8273;
1217;1.02958;1;13.8273;
LVVV1;2.52444;3;13.8143;
1312;2.68571;3;13.7723;
899;2.68571;3;13.6002;
8326;2.55;3;13.5752;
661;2.69714;3;13.5548;
REMMDN912 2006;0.53;1;13.538;
20120712_VltVran;3.285;3;13.4076;
OLST2 2006;3.275;2;13.3684;
BERW06_MM38R_2008036;2.37692;3;13.3677;
DESN_5-2_OBF02600_2008_07_03;3.0408;3;13.3569;
GLD / 2009 / 0320;2.55;3;13.3446;
GLD / 2008 / 019;2.52444;3;13.2129;
WB / 2005 / 485;2.74308;3;13.1053;
WB / 2005 / 484;2.37692;3;13.054;
GLD / 2008 / 005;0.57;1;13.0089;
GLD / 2008 / 004;2.68571;3;12.9686;
GLD / 2009 / 0314;2.52444;3;12.442;
WB / 2005 / 637;2.52444;3;12.3656;
WB / 2005 / 682;3.45;2;12.2886;
LVLDJ2;3.38077;3;12.2498;
1350;2.37692;3;12.2374;
1-559;2.52444;3;12.1591;
LVVV3;2.55;3;12.0092;
LVVV2;2.68571;3;11.9032;
HASSWZDE 2007;3.042;3;11.8731;
STEENWD941 2006;2.52444;3;11.8181;
20120718_LabLibe;3.57143;2;11.7959;
GLD / 2006 / 045;2.58786;3;11.7205;
BERGN 2007;3.18135;3;11.7129;
GLD / 2009 / 0312;0.47;1;11.6264;
GLD / 2009 / 0310;2.32833;3;11.5187;
DENI_08001_1;2.52444;3;11.3044;
904W;2.52444;3;10.9686;
SSR 3627;2.58786;3;10.9686;
SSR 3782;2.58786;3;10.9686;
LVDDR5;2.58786;3;10.9686;
LVDBB3;2.58786;3;10.9686;
LVDDR1;2.58786;3;10.9686;
DESN_5-2_OBF02700_2008_07_03;2.58786;3;10.9686;
DESN_5-2_OBF02500_2008_07_01;2.68571;3;10.9686;
WB / 2006 / 012;2.68571;3;10.9686;
BELFBVN 2007;2.68571;3;10.9686;
GLD / 2009 / 0313;2.68571;3;10.9686;
WB / 2005 / 638;2.68571;3;10.9686;
SSR 3783;3.31;2;10.7368;
LVDDJ3;4.8;3;10.5028;
LVDDD1;0.46;1;10.4878;
1173;2.37692;3;10.3143;
827;2.37692;3;10.3143;
LVVV4;2.52444;3;10.3143;
LVLDK6;2.52444;3;10.3143;
KETELD1002 2006;2.52444;3;10.3143;
20120712_VltPodo;2.52444;3;10.3143;
DESN_5-2_OBF02550_2008_07_01;2.55;3;10.3143;
WB / 2006 / 010;4.4;2;9.9431;
SSR 3780;3.067;3;9.9252;
LVDRM1;4.33;1;9.5927;
LVLDK1;4.5;3;9.5413;
WB / 2006 / 014;4.5;3;9.1139;
WB / 2006 / 013;0.47;1;8.7231;
WB / 2005 / 681;3.4875;2;8.3477;
DESN_5-2_OBF02810_2008_07_03;4.5;3;7.6803;
LVDBB5;4.8;1;7.2946;
LVDUJ1;0.78;1;6.6179;
LVDBB2;1.46;1;6.4154;
WB / 2005 / 636;4.5;3;6.1109;
LVLUJ1;3.475;2;6.0028;
SSR 3776;1.32875;1;5.4581;
SSR 3777;3.509;3;5.2835;
LVDDJ1;4.5;3;5.1457;
WB / 2006 / 011;3.63571;2;4.8994;
LVDBB1;3.25;3;4.5586;
LVDBB6;3.075;3;4.306;
1-1568;0.33;1;4.2787;
T-VAKAR-2013-PAV-765;4.5;3;4.1253;
