SampleID;x1;x2;y;RandomEffect1;RandomEffect2
1;1;0;0.06;6;1
2;1;0;0.33;6;1
3;1;0;0.08;6;1
4;1;0;0.13;6;1
5;1;0;0.17;6;1
6;0;0;0.02;1;1
7;0;0;0.02;1;1
8;0;0;0.02;1;1
9;0;0;0.01;1;1
10;0;0;0.01;1;1
11;0;1;0.04;3;1
12;0;1;0.02;3;1
13;0;1;0.04;3;1
14;0;1;0.01;3;1
15;0;1;0.04;3;1
16;1;1;0.12;2;1
17;1;1;0.11;2;1
18;1;1;0.11;2;1
19;1;1;0.09;2;1
20;1;1;0.09;2;1
21;0;0;0.25;4;2
22;0;0;0.41;4;2
23;0;0;0.59;4;2
24;0;0;0.5;4;2
25;0;0;0.35;4;2
26;1;0;0.4;1;2
27;1;0;0.27;1;2
28;1;0;0.61;1;2
29;1;0;0.51;1;2
30;1;0;0.65;1;2
31;0;1;0.12;3;2
32;0;1;0.52;3;2
33;0;1;0.63;3;2
34;0;1;0.42;3;2
35;0;1;0.29;3;2
36;1;1;2.34;6;2
37;1;1;2.16;6;2
38;1;1;1.26;6;2
39;1;1;1.2;6;2
40;1;1;0.66;6;2
