SampleID;x1;x2;y;RandomEffect1;RandomEffect2
146;1;A2+%50;33.55;A3;268
147;0;Ambient;0.48;B1;268
148;0;A2+%50;0.16;B3;268
149;0;Ambient;0.00;C1;268
150;0;A2+%50;0.12;C3;268
151;1;Ambient;96.88;D1;268
152;1;A2+%50;0.17;D3;268
153;0;Ambient;0.09;E1;268
154;0;A2+%50;37.58;E3;268
155;1;Ambient;52.94;F1;268
156;1;A2+%50;25.19;F3;268
157;1;Ambient;0.02;G1;268
158;1;A2+%50;99.11;G3;268
159;0;Ambient;3.26;H1;268
160;0;A2+%50;2.53;H3;268
