SampleID;x1;x2;y;RandomEffect1;RandomEffect2
1;1;Ambient;0.34;A1;177
2;1;A2+%50;26.27;A3;177
3;0;Ambient;22.13;B1;177
4;0;A2+%50;0.41;B3;177
5;0;Ambient;0.00;C1;177
6;0;A2+%50;0.00;C3;177
7;1;Ambient;94.38;D1;177
8;1;A2+%50;63.91;D3;177
9;0;Ambient;0.57;E1;177
10;0;A2+%50;15.68;E3;177
11;1;Ambient;21.33;F1;177
12;1;A2+%50;0.00;F3;177
13;1;Ambient;0.00;G1;177
14;1;A2+%50;48.45;G3;177
15;0;Ambient;0.07;H1;177
16;0;A2+%50;0.17;H3;177
17;1;Ambient;0.05;A1;181
18;1;A2+%50;78.07;A3;181
19;0;Ambient;12.91;B1;181
20;0;A2+%50;1.53;B3;181
21;0;Ambient;0.00;C1;181
22;0;A2+%50;0.01;C3;181
23;1;Ambient;73.90;D1;181
24;1;A2+%50;26.35;D3;181
25;0;Ambient;6.91;E1;181
26;0;A2+%50;0.12;E3;181
27;1;Ambient;80.31;F1;181
28;1;A2+%50;1.69;F3;181
29;1;Ambient;0.00;G1;181
30;1;A2+%50;97.22;G3;181
31;0;Ambient;0.05;H1;181
32;0;A2+%50;0.11;H3;181
33;1;Ambient;0.06;A1;183
34;1;A2+%50;65.73;A3;183
35;0;Ambient;0.90;B1;183
36;0;A2+%50;1.63;B3;183
37;0;Ambient;0.68;C1;183
38;0;A2+%50;1.66;C3;183
39;1;Ambient;36.67;D1;183
40;1;A2+%50;40.74;D3;183
41;0;Ambient;14.36;E1;183
42;0;A2+%50;0.52;E3;183
43;1;Ambient;72.15;F1;183
44;1;A2+%50;0.01;F3;183
45;1;Ambient;0.00;G1;183
46;1;A2+%50;90.69;G3;183
47;0;Ambient;0.00;H1;183
48;0;A2+%50;20.03;H3;183
49;1;Ambient;3.48;A1;188
50;1;A2+%50;85.45;A3;188
51;0;Ambient;0.07;B1;188
52;0;A2+%50;0.38;B3;188
53;0;Ambient;0.00;C1;188
54;0;A2+%50;0.09;C3;188
55;1;Ambient;97.12;D1;188
56;1;A2+%50;93.96;D3;188
57;0;Ambient;1.64;E1;188
58;0;A2+%50;0.10;E3;188
59;1;Ambient;43.31;F1;188
60;1;A2+%50;4.73;F3;188
61;1;Ambient;0.25;G1;188
62;1;A2+%50;85.95;G3;188
63;0;Ambient;1.60;H1;188
64;0;A2+%50;8.92;H3;188
65;1;Ambient;1.06;A1;195
66;1;A2+%50;95.53;A3;195
67;0;Ambient;24.90;B1;195
68;0;A2+%50;0.31;B3;195
69;0;Ambient;0.03;C1;195
70;0;A2+%50;0.07;C3;195
71;1;Ambient;83.88;D1;195
72;1;A2+%50;81.87;D3;195
73;0;Ambient;0.27;E1;195
74;0;A2+%50;0.17;E3;195
75;1;Ambient;88.73;F1;195
76;1;A2+%50;15.06;F3;195
77;1;Ambient;0.11;G1;195
78;1;A2+%50;97.88;G3;195
79;0;Ambient;11.52;H1;195
80;0;A2+%50;0.08;H3;195
81;1;Ambient;2.58;A1;202
82;1;A2+%50;97.03;A3;202
83;0;Ambient;22.15;B1;202
84;0;A2+%50;0.06;B3;202
85;0;Ambient;3.30;C1;202
86;0;A2+%50;16.22;C3;202
87;1;Ambient;92.48;D1;202
88;1;A2+%50;98.10;D3;202
89;0;Ambient;17.34;E1;202
90;0;A2+%50;1.70;E3;202
91;1;Ambient;13.88;F1;202
92;1;A2+%50;7.44;F3;202
93;1;Ambient;0.09;G1;202
94;1;A2+%50;50.62;G3;202
95;0;Ambient;2.24;H1;202
96;0;A2+%50;0.30;H3;202
97;1;Ambient;6.72;A1;209
98;1;A2+%50;94.24;A3;209
99;0;Ambient;41.00;B1;209
100;0;A2+%50;0.02;B3;209
101;0;Ambient;1.40;C1;209
102;0;A2+%50;1.02;C3;209
103;1;Ambient;97.47;D1;209
104;1;A2+%50;91.25;D3;209
105;0;Ambient;12.81;E1;209
106;0;A2+%50;1.16;E3;209
107;1;Ambient;12.91;F1;209
108;1;A2+%50;49.35;F3;209
109;1;Ambient;1.11;G1;209
110;1;A2+%50;98.92;G3;209
111;0;Ambient;1.05;H1;209
112;0;A2+%50;0.45;H3;209
113;1;Ambient;0.93;A1;216
114;1;A2+%50;90.74;A3;216
115;0;Ambient;21.28;B1;216
116;0;A2+%50;0.03;B3;216
117;0;Ambient;0.01;C1;216
118;0;A2+%50;0.24;C3;216
119;1;Ambient;99.56;D1;216
120;1;A2+%50;90.13;D3;216
121;0;Ambient;0.32;E1;216
122;0;A2+%50;1.70;E3;216
123;1;Ambient;27.00;F1;216
124;1;A2+%50;55.49;F3;216
125;1;Ambient;0.79;G1;216
126;1;A2+%50;70.77;G3;216
127;0;Ambient;2.28;H1;216
128;0;A2+%50;0.33;H3;216
129;1;Ambient;0.45;A1;240
130;1;A2+%50;98.20;A3;240
131;0;Ambient;3.94;B1;240
132;0;A2+%50;0.03;B3;240
133;0;Ambient;0.47;C1;240
134;0;A2+%50;0.38;C3;240
135;1;Ambient;80.44;D1;240
136;1;A2+%50;0.05;D3;240
137;0;Ambient;0.74;E1;240
138;0;A2+%50;7.04;E3;240
139;1;Ambient;42.01;F1;240
140;1;A2+%50;85.34;F3;240
141;1;Ambient;0.00;G1;240
142;1;A2+%50;98.81;G3;240
143;0;Ambient;80.51;H1;240
144;0;A2+%50;2.63;H3;240
145;1;Ambient;2.34;A1;268
