SampleID;x1;x2;y;RandomEffect1;RandomEffect2
112;0;A2+%50;2.9;H3;247
113;1;Ambient;3;A1;254
114;1;A2+%50;28.4;A3;254
115;0;Ambient;0.7;B1;254
116;0;A2+%50;105.8;B3;254
117;0;Ambient;2.2;C1;254
118;0;A2+%50;11.2;C3;254
119;1;Ambient;614.5;D1;254
120;1;A2+%50;20.5;D3;254
121;0;Ambient;2.2;E1;254
122;0;A2+%50;2;E3;254
123;1;Ambient;168.7;F1;254
124;1;A2+%50;6.3;F3;254
125;1;Ambient;1082.8;G1;254
126;1;A2+%50;125.3;G3;254
127;0;Ambient;1.1;H1;254
128;0;A2+%50;2.9;H3;254
129;1;Ambient;3.9;A1;268
130;1;A2+%50;8.7;A3;268
131;0;Ambient;1.6;B1;268
132;0;A2+%50;99.9;B3;268
133;0;Ambient;2.3;C1;268
134;0;A2+%50;6.7;C3;268
135;1;Ambient;296;D1;268
136;1;A2+%50;6.4;D3;268
137;0;Ambient;3.3;E1;268
138;0;A2+%50;1.1;E3;268
139;1;Ambient;60.2;F1;268
140;1;A2+%50;3.3;F3;268
141;1;Ambient;849.4;G1;268
142;1;A2+%50;141;G3;268
143;0;Ambient;1.3;H1;268
144;0;A2+%50;1.7;H3;268
145;1;Ambient;4;A1;282
146;1;A2+%50;6.2;A3;282
147;0;Ambient;1.9;B1;282
148;0;A2+%50;90;B3;282
149;0;Ambient;4;C1;282
150;0;A2+%50;9.8;C3;282
151;1;Ambient;279.5;D1;282
152;1;A2+%50;3.3;D3;282
153;0;Ambient;7.5;E1;282
154;0;A2+%50;2.3;E3;282
155;1;Ambient;62.7;F1;282
156;1;A2+%50;22.7;F3;282
157;1;Ambient;1864.5;G1;282
158;1;A2+%50;206;G3;282
159;0;Ambient;1.5;H1;282
160;0;A2+%50;2.5;H3;282
161;1;Ambient;4.1;A1;295
162;1;A2+%50;7.5;A3;295
163;0;Ambient;1.2;B1;295
164;0;A2+%50;63.5;B3;295
165;0;Ambient;3.1;C1;295
166;0;A2+%50;10;C3;295
167;1;Ambient;127.7;D1;295
168;1;A2+%50;5.6;D3;295
169;0;Ambient;5.6;E1;295
170;0;A2+%50;2.4;E3;295
171;1;Ambient;26.2;F1;295
172;1;A2+%50;3;F3;295
173;1;Ambient;932.5;G1;295
174;1;A2+%50;164.7;G3;295
175;0;Ambient;2;H1;295
176;0;A2+%50;1.9;H3;295
