SampleID;x1;x2;y;RandomEffect1;RandomEffect2
4;42.5;19.67649767;0.912751678;FRB1L35;2008
5;17.5;19.18709336;0.474358974;FRB1L36;2008
6;83.83;19.09811075;0.753193088;FRB2L05;2008
7;83.83;17.66007452;0.957020057;FRB2L05;2013
10;15;20.36746692;0.656832298;FRCL18;2006
11;15;18.65706655;0.939678284;FRCL18;2011
12;100;19.29039055;0.855072464;FRCL21;2008
16;10;18.46633428;0.76969697;FRCL3;2009
17;39;18.62147351;0.273057371;FRDL10;2010
18;28.5;21.09480298;0.811881188;FRDL106;2009
19;28.5;20.65917511;0.842582106;FRDL106;2013
20;13;21.27663699;0.503957784;FRDL107;2007
21;13;20.59920857;0.771503041;FRDL107;2013
22;51.5;21.50683112;0.808474576;FRDL108;2008
23;8;22.23880974;0.752941176;FRDL112;2007
24;8;23.16577633;0.318181818;FRDL112;2013
25;17.25;23.35031852;0.900949796;FRDL113;2008
28;20;22.27517655;0.504201681;FRDL118;2008
29;39.5;21.7114911;0.76819407;FRDL120;2008
30;20;17.74712272;0.896551724;FRDL121;2008
31;22.5;21.21357541;0.667024705;FRDL127;2009
32;42.25;21.19655265;0.78828229;FRDL128;2009
33;84;21.08126215;0.701086957;FRDL15;2008
34;84;19.96511081;0.48005698;FRDL15;2013
35;17;20.20265567;0.305278174;FRDL16;2008
36;17;19.38981894;0.457727518;FRDL16;2014
37;26;19.94035043;0.621387283;FRDL17;2010
38;67;20.17131832;0.976119403;FRDL2;2008
39;28;19.69584171;0.424418605;FRDL3;2011
40;22.5;20.03552313;0.666666667;FRDL42;2010
41;72.25;20.16899703;0.947368421;FRDL43;2008
42;22.75;19.96472393;0.273333333;FRDL44;2010
47;45.75;18.37851232;0.524064171;FRDL6;2008
48;17;18.45666225;0.952109464;FRDL69;2009
49;11.75;19.06251771;0.925192519;FRDL70;2009
50;15.25;20.90407071;0.900158479;FRDL71;2008
51;129.5;17.79045338;0.568030447;FRDL7;2008
55;13.5;21.12807474;0.927038627;FRDL90;2010
56;12.5;20.56516305;0.887931034;FRDL91;2012
57;10;21.1408418;0.967741935;FRDL92;2011
65;15.25;24.16934534;0;FREL140;2009
67;86.67;19.62078682;0.937360179;FRFL10;2011
79;47.5;20.85725812;0.909090909;FRFL23;2011
80;45;19.83241067;0.972918756;FRFL26;2010
84;62.5;21.09983243;0.75862069;FRFL35;2010
85;20;19.56623662;0.463276836;FRFL36;2010
89;17.5;20.85725812;1;FRFL40;2012
90;300;21.09944555;0.98;FRFL41;2012
92;67.5;20.74390202;1;FRFL42;2011
93;25;21.40353392;0.089958159;FRFL45;2011
96;27.5;20.67581099;0.794964029;FRFL47;2010
103;30;21.41127154;0.733772342;FRFL57;2011
104;25;19.52677477;0.759090909;FRFL58;2011
106;40;20.29666772;0.907158837;FRFL61;2010
107;22.5;19.67030758;0.359046283;FRFL62;2008
109;127.5;20.80618984;0.984693878;FRFL65;2005
110;127.5;20.38062087;0.979118329;FRFL65;2014
111;123.33;20.10051912;0.8698941;FRFL67;2009
112;22.5;20.15042675;0.980375427;FRFL7;2010
115;37.5;20.00650706;0.283653846;FRFL79;2011
116;10;21.79350985;0.312373225;FRFL84;2011
117;35;20.42704658;1;FRFL86;2011
127;45;20.331487;0.905362776;FRGL001;2010
129;75;19.50549632;0.789473684;FRGL004;2009
136;32.5;17.73280813;0.753535354;FRGL020;2008
137;50.5;17.08826458;0.895833333;FRGL021;2009
138;30;16.7640584;0.566137566;FRGL023;2009
139;52.5;20.12334509;0.902255639;FRGL025a;2008
151;60.75;18.7835766;0.892537313;FRGL049;2008
152;255;19.47686714;0.985639687;FRGL051;2007
154;495;18.64429948;0.996539792;FRGL053;2010
155;37.67;17.34167156;0.617573222;FRGL057;2009
156;30;19.55617772;0.911949686;FRGL058;2007
160;204.12;21.03483644;0.915848527;FRGL096;2006
161;204.12;19.25827944;0.9526356;FRGL096;2013
162;67.5;20.75009212;0.907834101;FRGL097;2006
163;67.5;19.02421651;0.747736093;FRGL097;2013
166;115;18.36884029;0;FRGL103;2010
167;50.5;18.98436778;0.485099338;FRGL104;2008
168;83.75;20.28157937;0.340163934;FRGL105;2006
169;70;18.90273591;0.753846154;FRGL106;2010
170;70;21.04102654;0.707142857;FRGL111;2007
171;70;19.47648026;0.337541528;FRGL111;2012
172;35;18.99636108;0.418831169;FRGL113;2012
173;87.5;19.40993674;0.967741935;FRGL117;2006
174;92.5;18.37038782;0.967741935;FRGL119;2008
175;32.5;19.61150168;0.941979522;FRGL121;2012
176;68.5;19.99335311;0.785992218;FRGL122a;2006
177;68.5;18.3545257;0.548128342;FRGL122a;2013
197;62;18.36497148;0.647239264;FRGL150;2009
198;62;19.11165158;0.422750424;FRGL150;2011
199;60;18.31583761;0.902730375;FRGL152;2009
200;70;21.48323138;0.789473684;FRGL154c;2006
201;20;19.12171049;0.480314961;FRGL162;2012
202;32.5;18.41217095;0.645933014;FRGL167;2009
203;32.5;19.13022187;0.517894737;FRGL167;2011
204;105;18.90853912;1;FRGL168;2010
205;47.5;18.23265822;0.731601732;FRGL200;2008
206;13.33;20.54775341;0.836538462;FRHL02;2008
215;38.75;18.3727091;0.194945848;FRHL19;2008
222;140.33;19.18941464;1;FRHL21;2009
224;27.5;18.259353;0.281267371;FRHL23;2012
226;40;19.84092205;0.515050167;FRHL25;2010
228;21.75;18.00401162;0.891935484;FRHL40;2010
229;19.75;19.98484173;0.575510204;FRHL55;2010
230;67.5;18.92207995;0.699649123;FRHL56;2009
231;27.5;20.4467775;0.794050343;FRHL57;2008
232;45;20.43903989;0.984662577;FRHL59;2010
233;37.5;19.79681762;0.904166667;FRHL60;2011
234;26.33;19.89972794;0.701408451;FRHL61;2011
235;26.5;19.35693406;0.464387464;FRHL62;2009
236;19.33;19.55579084;0.533333333;FRHL63b;2012
237;26.75;19.43663152;0.215799615;FRHL65;2009
238;28.25;19.45365428;0.966257669;FRHL66;2009
239;18;19.61382297;0.515306122;FRHL67;2012
240;20.75;19.5948658;0.913978495;FRHL69;2010
