SampleID;x1;x2;y; 
7156;1;3;3;
7200;1;3;5;
7199;1;3;4;
8991;3;1;4;
5014;3;1;4;
7217;3;1;4;
5595;1;1;4;
8994;1;1;2;
5594;1;1;2;
7218;1;1;2;
9008;3;1;3;
5070;3;1;3;
5071;1;1;2;
5072;1;1;2;
5069;3;1;3;
5073;3;1;3;
5074;3;1;3;
5075;3;1;3;
9481;1;1;4;
7775;1;1;4;
7272;3;1;2;
7273;1;1;1;
7267;3;1;2;
8203;3;1;3;
9007;3;1;4;
5925;1;1;2;
5336;1;1;2;
5926;1;1;2;
5337;1;1;2;
7278;3;1;2;
7233;1;1;5;
8999;3;1;3;
7279;3;1;3;
9004;3;1;4;
9000;3;1;3;
7280;3;1;3;
7224;1;1;2;
7223;3;1;2;
7276;3;1;5;
7277;3;1;5;
7266;3;1;2;
7268;3;1;3;
7274;1;1;1;
7275;1;1;1;
7229;3;1;2;
7227;3;1;2;
7232;3;1;5;
5596;3;1;2;
5970;3;1;3;
5969;3;1;3;
9053;3;4;3;
5335;3;4;3;
7222;3;4;3;
7678;3;4;3;
7939;3;1;3;
7940;3;1;3;
7815;3;1;2;
7647;3;1;2;
7813;1;1;3;
7722;3;1;2;
7723;3;1;2;
7676;3;1;2;
7677;3;1;3;
7951;3;1;3;
7952;1;1;5;
9015;3;1;3;
9017;3;1;3;
9014;3;1;3;
9018;3;1;3;
8419;3;1;3;
8420;3;1;3;
9478;2;4;4;
9477;3;1;3;
9064;1;1;2;
5599;1;1;2;
7237;1;1;2;
5929;1;1;1;
5928;3;1;3;
6848;3;1;3;
5930;2;4;4;
6603;3;1;2;
7234;1;1;3;
7725;3;1;2;
7727;3;1;2;
7773;3;1;2;
7774;3;1;2;
8996;1;1;3;
8997;1;1;3;
5598;1;1;3;
5933;1;1;3;
7240;1;1;3;
7818;3;1;2;
7724;1;1;1;
8888;3;1;2;
8890;1;1;2;
9010;1;1;1;
8417;3;1;2;
8425;3;1;5;
8424;3;1;3;
6850;3;1;3;
5852;3;1;3;
6851;3;1;2;
9021;1;1;1;
5342;1;1;1;
5853;3;1;3;
9482;1;1;3;
5851;3;1;3;
5068;3;1;2;
5067;3;1;3;
5064;3;1;3;
5066;3;1;2;
7648;3;1;2;
7649;3;1;2;
7812;3;1;2;
8423;1;1;3;
9009;3;1;4;
7817;1;1;5;
7821;3;1;2;
7822;3;1;2;
7820;3;1;2;
7946;3;1;3;
7947;3;1;3;
7728;1;1;1;
7731;3;1;2;
7944;3;1;3;
7945;3;1;3;
7729;1;1;2;
9006;1;1;2;
5603;1;1;2;
7262;1;1;2;
5860;1;1;2;
5859;1;1;3;
6849;2;1;3;
8418;3;1;4;
9480;3;1;4;
9474;1;1;2;
6855;1;1;3;
9019;1;1;3;
7651;3;1;2;
7650;3;1;2;
7814;3;1;2;
8212;3;1;3;
8213;3;1;3;
9001;3;1;2;
9002;3;1;2;
8215;3;1;2;
8214;3;1;2;
8489;3;1;2;
8490;3;1;2;
8492;3;1;2;
8422;2;1;2;
8210;3;1;3;
8211;3;1;3;
8998;1;1;3;
9475;3;1;3;
8421;3;1;2;
5850;3;1;2;
5849;3;1;2;
9012;3;1;3;
5349;1;1;5;
5872;3;1;3;
5338;3;1;3;
5339;3;1;3;
5873;3;1;3;
6711;3;1;2;
5871;3;1;2;
9011;1;1;3;
9022;3;1;3;
6606;3;1;2;
6605;3;1;3;
6856;1;1;2;
8208;3;1;2;
8426;1;1;2;
7943;1;1;2;
7231;3;1;5;
7230;3;1;5;
7216;3;1;2;
7269;3;1;4;
7271;3;1;4;
7221;3;1;2;
7220;3;1;2;
7270;3;1;2;
9020;3;1;2;
7938;1;1;2;
7652;3;1;2;
7825;3;1;2;
8189;3;1;3;
8190;3;1;3;
8883;3;1;2;
8884;3;1;2;
8880;3;1;2;
8205;3;1;3;
8204;3;1;3;
8192;1;1;1;
8191;1;1;1;
8193;3;1;3;
8194;3;1;3;
8491;1;1;1;
8427;3;1;3;
7942;3;1;2;
7941;3;1;3;
8207;3;1;3;
8206;1;1;3;
9005;1;1;1;
8469;3;1;2;
8907;1;1;2;
6979;1;1;2;
7284;1;1;2;
5710;3;1;3;
5140;3;1;3;
5139;3;1;3;
5709;3;1;3;
5708;3;1;4;
5137;3;1;4;
5707;3;1;4;
5711;3;1;3;
5141;3;1;3;
6972;3;1;3;
6967;1;1;3;
7252;1;1;3;
7251;1;1;3;
7755;3;1;2;
7281;3;1;3;
7283;3;1;3;
7750;3;1;3;
7759;3;1;2;
7767;3;1;2;
7756;3;1;2;
7757;1;1;2;
7751;1;1;3;
7772;3;1;3;
7771;3;1;3;
7770;3;1;3;
7282;3;1;3;
6976;1;1;3;
7752;1;1;3;
8949;3;1;3;
7388;2;1;4;
5636;2;1;4;
9030;2;3;4;
7390;2;3;4;
7389;1;1;2;
9102;3;1;4;
7377;3;1;4;
9027;2;1;3;
7380;2;1;3;
7391;2;3;4;
9029;2;1;3;
7385;2;1;3;
6910;3;1;3;
6202;3;1;3;
6904;3;1;4;
6201;3;1;4;
6918;3;1;4;
6204;3;1;4;
6914;3;1;4;
6205;3;1;4;
6206;3;1;2;
6957;3;1;2;
6208;3;1;2;
6905;3;1;2;
6209;3;1;2;
6214;3;3;3;
6215;1;3;3;
6911;3;1;3;
6212;3;1;3;
6898;3;1;4;
6213;3;1;4;
6211;3;1;4;
6216;3;1;3;
6926;3;1;3;
6906;3;1;3;
6218;3;1;3;
6915;3;1;4;
6291;3;1;4;
6900;3;4;3;
6226;3;4;3;
6927;3;1;3;
6225;3;1;3;
6916;1;1;5;
6228;1;1;5;
6901;3;3;3;
6908;3;3;3;
6933;3;1;4;
6936;3;1;4;
6229;3;1;4;
6929;3;3;3;
6922;3;3;3;
6923;3;3;4;
6230;3;1;2;
6231;3;1;2;
6232;2;1;3;
6917;2;1;3;
6902;3;1;2;
6937;3;1;2;
6234;3;1;2;
6909;3;1;2;
6233;3;1;2;
6932;3;1;5;
6236;3;1;5;
6903;3;1;5;
6237;3;1;5;
6931;3;1;5;
6238;3;1;5;
6278;3;1;4;
6207;3;1;4;
6288;2;1;3;
6290;2;1;3;
6292;3;1;4;
6294;3;1;4;
6217;3;1;4;
6295;2;1;4;
6219;3;1;3;
6296;2;1;4;
8257;3;1;4;
8475;3;1;3;
8023;3;1;2;
8258;2;1;2;
8342;3;1;2;
8130;3;1;3;
8476;3;1;3;
8024;3;1;2;
8028;3;1;3;
7212;3;3;5;
7351;1;3;3;
7305;3;3;5;
8031;3;1;2;
7213;3;1;2;
8035;3;1;2;
8260;3;1;2;
8335;3;1;4;
8336;2;1;3;
8036;3;1;5;
8037;3;1;5;
7360;3;3;4;
8263;3;1;2;
8039;3;1;2;
8264;3;1;4;
8872;3;1;2;
7600;3;1;2;
7306;3;3;3;
8297;3;1;3;
7307;3;3;3;
8296;3;1;3;
8265;3;1;4;
8266;3;1;4;
7308;3;3;4;
7309;3;3;4;
7361;3;3;4;
7362;3;3;3;
8298;3;1;2;
8299;3;1;2;
8267;3;1;3;
8268;3;1;4;
8046;3;1;3;
8343;3;1;5;
8271;3;1;5;
8051;3;1;3;
8272;3;1;2;
8273;3;1;4;
8274;3;1;4;
8300;3;3;3;
8058;1;1;2;
8060;3;1;4;
8302;3;1;2;
8303;3;1;2;
8304;3;1;4;
8305;3;1;2;
8306;3;1;2;
7364;3;1;4;
8069;3;1;3;
8070;3;1;3;
7313;3;3;3;
7314;1;3;5;
8075;3;1;5;
8308;3;1;2;
7215;3;1;2;
7598;1;3;4;
8152;3;1;3;
8279;3;1;4;
8278;3;1;4;
7367;3;3;5;
8286;3;1;4;
7323;3;3;5;
8280;3;1;2;
8309;3;1;2;
8281;3;1;2;
8477;3;1;2;
8080;3;1;2;
8310;3;1;4;
7325;3;1;2;
7326;3;1;2;
8084;3;1;5;
8282;3;1;2;
8283;3;1;5;
8334;3;1;4;
8005;1;1;2;
6954;1;1;2;
8132;3;1;2;
7327;3;3;2;
8312;3;1;4;
7356;1;1;2;
7370;3;3;3;
8020;3;1;2;
7372;3;3;4;
8314;3;1;2;
8098;3;1;2;
