SampleID;x1;x2;y
1;48;1.142857143;1.079812207
2;120.9166667;0;0.586666667
3;112;0;0.8
4;41;0.25;0.693333333
5;28;0;0.873684211
6;12.33333333;1.5;1.220657277
7;11;0;0.631578947
8;16;0;0.852941176
9;5;0;1.008474576
10;18.83333333;0.555555556;0.785454545
11;110;0.142857143;0.711111111
12;35.25;0.6;1.05
13;12;1;1.17370892
14;5.25;0.142857143;0.852941176
15;14.25;0.75;1.26
16;85.66666667;0;0.942857143
17;27;1;1.205240175
18;22;1;1.26
19;15.75;0.2;1.039119804
20;87.8;0;1.072580645
21;51;0;0.715789474
22;105;0.833333333;0.589473684
23;57.91904762;0;0.673684211
24;21;0.25;1.26
25;11;0;1.152542373
26;29.66666667;0.4;0.6
27;11;0;0.8
28;69.33333333;0;0.622222222
29;10.66666667;0.125;1.222493888
30;97;1;0.942857143
31;77;0;0.981818182
32;11.25;1;1.19
33;5.25;0.666666667;0.8
34;26.66666667;0;1.152838428
35;9;0;1.152838428
36;17;0;1.03286385
37;99;0.333333333;0.711111111
38;9;0.25;1.202970297
39;20;0;1.056497175
40;3.192307692;0.1;1.09375
41;59;0.5;0.488888889
42;24.4;0.625;1.008474576
43;65.8;0.833333333;1.146788991
44;8.666666667;0.555555556;0.938461538
45;84;1;0.589473684
46;23.75;0;1.126760563
47;112.5;0.125;1.021621622
48;13.06666667;0;1.03286385
49;46.33333333;0.1;1.05
50;132.4285714;0.5;0.181818182
51;31;0.75;0.921212121
52;93;0.5;0.311111111
53;124.75;0.166666667;0.860606061
54;32.66666667;0;1.12
55;125.5;0;1.079812207
56;29.5;0;1.201072386
57;45.5;0.5;1.079812207
58;53.33333333;0.5;1.056497175
59;11;0.333333333;1.126760563
60;17;0;1.222493888
61;104.9166667;0;1.079812207
62;44.5;0.111111111;0.8
63;59;0;0.669090909
64;46;0;1.050938338
65;69.33333333;0;0.8
66;83.66666667;0.333333333;0.715789474
67;20.6;0.166666667;0.733333333
68;116.6666667;0;0.631578947
69;40.33333333;0.25;1.19
70;46;0.3;1.12
71;71.72222222;0.555555556;0.851851852
72;145;0;0.666666667
73;118.3333333;0.25;0.975
74;123.4576347;1;0.715789474
75;115.7;0.666666667;0.8
76;110;0;0.586666667
77;6;0;1.056497175
78;5.666666667;0.8;0.647619048
79;20;0;1.203125
80;14.33333333;1.75;1.126760563
81;36;0;0.653061224
82;10;0;1.056497175
83;21;0.3;0.909677419
84;29;0.2;0.975
85;6;0.333333333;1.113861386
86;26;0;0.393846154
87;15.66666667;0;1.071428571
88;15.66666667;0.1;1.039915966
89;12.125;0;1.126005362
90;16;0.3;1.071428571
91;147;0.333333333;0.421052632
92;14.67;0;0.8
93;5;0;0.938461538
94;10.75;0;1.2578125
95;28.66666667;0;0.981818182
96;59;0;0.505263158
97;9.333333333;0;0.676923077
98;19.5;0.333333333;1.024752475
99;54.5;1.285714286;0.909677419
100;34.3;0;0.597802198
101;50.5;0.666666667;1.055045872
102;17.33333333;0.4;0.921212121
103;76.5;0.25;0.673684211
104;59.5;0;1.146788991
105;85.5;1.857142857;1.079812207
106;87.5;0;1.03286385
107;102;0.125;0.336842105
108;30.33333333;0.5;1.129032258
109;66;0.125;0.666666667
110;27.33333333;0;1.104519774
111;15.8;0;0.8875
112;49;0.5;0.994117647
113;30.66666667;0;1.050938338
114;62;0.1;0.333333333
115;31;0;0.718367347
116;34.75;1;0.852941176
117;81;0;1.19
118;22;0;0.823622047
119;11.6;0.4;1.260504202
120;7.5;0.285714286;0.578947368
121;34;0;0.860606061
122;16.33333333;0.428571429;0.8875
123;26;0;1.126005362
124;40;0;1.172972973
125;23;0.555555556;0.589473684
126;67;0.2;0.860606061
127;70;0.142857143;0.666666667
128;25;0;1.008474576
