SampleID;x1;x2;y; 
1;1.091025298;2.391503187;0.503368052;
2;1.082055144;2.391503187;0.355804622;
3;1.05396405;2.391503187;0.529449613;
4;0.46634571;1.596567593;0.951374038;
5;0.501884112;1.58097425;0.903595872;
6;0.865476099;1.89041577;0.381087386;
7;0.736946258;1.89041577;0.459587748;
8;0.557485081;1.563327944;0.801514177;
9;0.604319049;1.563327944;0.844362187;
10;0.446840241;1.972680981;0.539002824;
11;0.389647963;1.478930856;0.840556095;
12;0.713331075;1.606847345;0.559694126;
13;0.570168851;2.193852144;0.262791125;
14;0.729384726;1.900019725;0.485969492;
15;0.584931137;1.852964082;0.523497074;
16;1.050164347;2.109202547;0.5045732;
17;1.069730342;2.109202547;0.453303584;
18;1.109977271;2.109202547;0.56290596;
19;1.004527264;1.941871657;0.519594555;
20;0.866586422;2.247536489;0.343120496;
21;0.416993762;1.913852118;0.546343537;
22;0.616271285;2.02712274;0.347131224;
23;0.59456982;2.02712274;0.430985783;
24;0.379113012;1.662313712;0.82112431;
25;0.379113012;1.662313712;0.728629279;
26;0.354329578;1.662313712;0.784612272;
27;0.379113012;1.662313712;0.690811709;
28;1.087670773;2.186758045;0.199911949;
29;1.267645178;2.174032551;0.483491325;
30;1.128559232;1.894569062;0.31269524;
31;1.069583191;1.894569062;0.412778395;
32;0.489584025;1.71676679;0.906320831;
33;0.503040454;1.389771945;0.664230789;
34;0.584557594;1.389771945;0.710629368;
35;0.503040454;1.389771945;0.770596202;
36;0.965349443;2.39747606;0.403322408;
37;0.483237184;1.897459174;0.432468493;
38;0.524456914;1.897459174;0.501138626;
39;0.559165882;1.897459174;0.605703048;
40;0.419457847;1.525982957;0.72212763;
41;0.39198359;1.525982957;0.853329037;
42;0.5237387;1.765633565;0.852561772;
43;0.5237387;1.765633565;0.582050134;
44;0.649999645;1.765633565;0.740668774;
45;0.658812282;2.47138438;0.437807316;
46;0.925160879;1.437283162;0.463346463;
47;0.869720524;1.437283162;0.38120738;
48;0.931547798;1.437283162;0.345477441;
49;0.419457847;1.488450134;0.793546071;
50;0.50345353;1.488450134;0.762436586;
51;0.48790348;1.488450134;0.728310143;
52;0.419457847;1.488450134;0.706131119;
53;0.700517714;1.617068413;0.88646746;
54;0.548562498;1.459389253;0.777953143;
55;0.480235688;1.459389253;0.630085478;
56;0.961562594;2.123221696;0.474746355;
57;0.884490597;1.702488526;0.513989224;
58;0.808945824;1.966683677;0.391849986;
59;0.741917644;1.924263019;0.541942632;
60;0.689847848;1.702958002;0.656511627;
61;0.924555854;1.535196651;0.417141663;
62;0.941454517;1.535196651;0.393860525;
63;0.560317596;1.581863425;0.688418213;
64;0.709441581;1.581863425;0.74183499;
65;0.569021115;1.658726414;0.552887624;
66;0.723123535;1.658726414;0.543197977;
67;0.566264027;1.798126649;0.336387001;
68;0.478961569;1.915279228;0.335851302;
69;0.872082553;3.355019019;0.307686277;
70;0.40909582;2.113991003;0.472354975;
71;0.321322654;1.997658521;0.667705414;
72;0.321322654;1.997658521;0.705683693;
73;0.467890899;1.997658521;0.691249727;
74;0.882121352;1.833933426;0.361889033;
75;0.503040454;1.721604693;0.905353405;
76;0.85799988;3.879225309;0.430494817;
77;0.718187459;3.879225309;0.440169563;
78;0.9689675;3.879225309;0.585165287;
79;0.918665215;2.400008558;0.404049054;
80;0.964911891;2.398332991;0.341073639;
81;0.60636457;1.938123765;0.406076683;
82;0.449806335;1.517376856;0.838038979;
83;0.668575267;1.886474865;0.907604469;
84;0.813358797;1.75137646;0.749808363;
85;0.664803317;1.97869145;0.273113617;
86;0.854452523;1.814012711;0.493276282;
87;0.662217261;1.687294173;0.439192692;
88;0.391982118;1.750684682;0.800342507;
89;0.5237387;1.653876095;0.792091487;
90;0.706290701;2.154618121;0.370222511;
91;0.484013885;1.564976122;0.874607615;
92;0.485023084;1.466653226;0.870409375;
93;0.478075315;1.466653226;0.855142093;
94;0.712456893;1.466653226;0.846874107;
95;0.54736778;1.466653226;0.619803778;
96;0.503040454;1.578187754;0.855428085;
97;0.656619504;1.546551919;0.605010708;
98;0.891423206;2.303304168;0.528657884;
99;0.54968855;1.914670934;0.53820051;
100;0.296335657;1.850161954;1.015077723;
101;0.751937009;2.05328328;0.50333707;
102;0.432580737;2.05328328;0.442227129;
103;0.414171277;2.05328328;0.502738756;
104;0.640501952;1.676067;0.468734865;
105;1.039064757;2.770685297;0.494778282;
106;0.652971073;2.376211412;0.290780188;
107;0.516203042;1.678560536;0.688379462;
108;0.503040454;1.761100777;0.870168186;
109;0.648504044;1.868219907;0.423284526;
110;0.674114368;2.416361114;0.366478446;
111;0.597687365;3.51682343;0.419668231;
112;1.200235857;2.274259819;0.347968752;
113;1.177174827;2.274259819;0.416196045;
114;0.799507969;2.201421323;0.408798864;
115;0.509737596;1.800811725;0.993416157;
116;0.354329578;1.857182361;0.687665145;
117;0.434707069;2.121160128;1.004312453;
118;0.712823055;1.719513116;0.444695947;
119;1.000658675;2.049515183;0.551480498;
120;1.062897019;2.049515183;0.565811032;
121;0.525116851;1.802598874;0.517950605;
122;0.717780113;1.991002044;0.555864827;
123;0.767216734;1.991002044;0.879679358;
124;0.372605782;1.8792087;0.675190102;
125;0.863295623;1.662870535;0.617413743;
126;1.299785896;2.031794468;0.656078579;
127;0.795099167;1.471523475;0.897771889;
128;0.840830741;1.425347988;0.847413638;
129;0.754659863;1.425347988;0.753576106;
130;0.636700133;2.420430054;0.574861139;
131;1.278340471;2.064787157;0.399976952;
132;0.634074695;1.817577992;0.577573839;
133;0.677824772;1.817577992;0.479072007;
134;0.599910897;2.420119463;0.345569393;
135;0.841923856;2.420119463;0.444370936;
136;0.901664761;1.632985366;0.445658904;
137;0.893580792;1.632985366;0.356131151;
