SampleID;x1;x2;y;RandomEffect1;RandomEffect2
1;1;0;0.25;6;1
2;1;0;0.83;6;1
3;1;0;0.26;6;1
4;1;0;0.41;6;1
5;1;0;0.43;6;1
6;0;0;0.05;1;1
7;0;0;0.05;1;1
8;0;0;0.07;1;1
9;0;0;0.04;1;1
10;0;0;0.04;1;1
11;0;1;0.13;3;1
12;0;1;0.08;3;1
13;0;1;0.13;3;1
14;0;1;0.46;3;1
15;0;1;0.3;3;1
16;1;1;0.26;2;1
17;1;1;0.28;2;1
18;1;1;0.27;2;1
19;1;1;0.25;2;1
20;1;1;0.17;2;1
21;0;0;0.89;4;2
22;0;0;1.07;4;2
23;0;0;1.48;4;2
24;0;0;1.31;4;2
25;0;0;1.24;4;2
26;1;0;1.31;1;2
27;1;0;1.19;1;2
28;1;0;1.73;1;2
29;1;0;1.53;1;2
30;1;0;1.9;1;2
31;0;1;0.95;3;2
32;0;1;2.62;3;2
33;0;1;2.34;3;2
34;0;1;2.89;3;2
35;0;1;1.71;3;2
36;1;1;3.48;6;2
37;1;1;3.42;6;2
38;1;1;3.21;6;2
39;1;1;2.71;6;2
40;1;1;2.8;6;2
