SampleID;x1;x2;y; 
55072;2.14;2.5;0.344481738;
54787;2;2;0.408199879;
54788;2.02;3;0.648829564;
54789;2.02;3;0.617730531;
54790;2.02;3;0.318203669;
54791;2.02;3;0.367365033;
54792;2.15;4;0.439274458;
54793;2.14;2.5;0.235786086;
54794;1.98;4;0.541908535;
55067;2.02;3;0.634559092;
54786;1.98;2;0.373400765;
55071;2.15;4;0.587137437;
55073;1.98;4;0.463058813;
56872;2.15;4;0.273664874;
56874;1.8;2;0.368764809;
56875;1.8;4;0.532661086;
56876;1.95;2;0.38284491;
56877;1.855;2;0.311543662;
BF_FW30900217_2007;1.98;2;0.602452753;
BF_FW40607017_2007;2.15;4;0.444119419;
BF_FW40907057_2007;2.14;2.5;0.470161086;
BF_FW92001017_2007;1.98;4;0.423958129;
55069;2.02;3;0.528238916;
27764;2.14;2.5;0.374674975;
54779;1.98;4;0.44570975;
25414;1.87;4;0.235786086;
25415;1.9;4;0.235786086;
25416;1.8;2;0.54238986;
25417;1.8;4;0.235786086;
25418;1.8;4;0.329536086;
56873;1.87;4;0.3198197;
25413;2.15;4;0.389294858;
25420;1.855;2;0.235786086;
50022;2;2;0.4500718;
50024;2.02;3;0.235786086;
50025;2.02;3;0.235786086;
54771;2.02;3;0.367365033;
54775;2.02;3;0.57115194;
54777;2.15;4;0.398123748;
54778;2.14;2.5;0.342928943;
25419;1.95;2;0.524247625;
122100_2007-09-27;3.8075;3;0.328372616;
122050_2007-08-09;3.623077;3.5;0.328372616;
123000_2007-09-27;3.3075;3;0.340146556;
BERW06_MM38R_2008036;3.0408;4;0.296961294;
BERW06_MV35R_2008033;3.509;4;0.167261498;
BF_JDS076_2007;1.42;1;0.595610693;
BF_JDS086_2007;1.453882353;1;0.620824167;
BF_JDS085_2014;1.08;1;0.539472976;
BF_JDS085_2007;1.59;1;0.757215054;
BF_JDS083_2014;1.02;1;0.539472976;
BF_JDS083_2007;1.562045455;1;0.824111079;
BF_JDS082_2014;1.08;1;0.718044405;
BF_JDS080_2014;1.07;1;0.690988128;
BF_JDS080_2007;1.183111111;1;0.741189413;
BF_JDS079_2014;1.09;1;0.760061212;
BF_JDS079_2007;0.88;1;0.691158144;
BF_JDS077_2014;1.11;1.5;0.539472976;
BF_JDS067_2007;1.050078431;1;0.713355405;
BF_JDS076_2014;1.12;1;0.739472976;
BF_JDS075_2014;0.76;1;0.598996786;
BF_JDS075_2007;1.51;1;0.697691245;
BF_JDS073_2014;1.04;1;0.539472976;
BF_JDS072_2014;1;1;0.539472976;
BF_JDS070_2014;1.21;1;0.648168628;
BF_JDS069_2014;1.09;1;1.610901548;
BF_JDS068_2014;1.03;1;0.539472976;
BF_JDS068_2007;1.45;1;0.631663178;
BF_JDS067_2014;1.03;1;0.695722976;
BF_JDS082_2007;1.35;1;0.624639297;
BF_JDS086_2014;1.1;1.5;0.766745704;
BF_JDS077_2007;1.21375;1;0.649891822;
BF_JDS071_2007;3.2;2;0.420343608;
BF_JDS078_2007;1.19;2;0.420343608;
BF_JDS081_2007;8.02;3;0.420343608;
20120713_LabSchm;3.042;2;0.255599251;
20120713_LabVBre;3.075;3;0.066423006;
20120718_LabLibe;3.2;4;0.436978561;
20120713_LabDeci;3.067;3;0.206902225;
20120718_LabObri;3.25;4;0.110614925;
20120718_LabLysa;3.45;4;0.792433107;
20120725_MorOsyB;2.1075;1;0.881124903;
20120731_MorBabi;1.991666667;3;0.294597609;
20120725_MorLanz;2.055;4;0.810231573;
20120712_VltTroj;2.6;3;0.706438021;
20120712_VltVran;2.55;4;0.32526139;
20120712_VltZelc;3;3;0.74305186;
20120712_VltPodo;2.62;4;0.354121418;
IN004_83402;2.1;4;0.218019078;
IN_01_66257;2.6;2;0.135215465;
GLD / 2006 / 045;3.27;2;0.849622343;
GLD / 2008 / 005;3.31;2;0.514832134;
GLD / 2008 / 004;3.31;2;0.675641152;
GLD / 2008 / 006;3.31;2;0.440531434;
DESN_5-2_OBF02600_2008_07_03;3.25;4;0.700271694;
GLD / 2009 / 0312;3.31;2;0.871402646;
DESN_5-2_OBF02560_2008_07_01;3.275;3;0.314933348;
DESN_5-2_OBF02550_2008_07_01;3.25;3;0.717693297;
DESN_5-2_OBF02810_2008_07_03;3.4;4;1.049815767;
GLD / 2009 / 0313;3.31;2;0.970834465;
GLD / 2009 / 0320;3.27;2;0.61098598;
GLD / 2009 / 0319;3.27;2;0.61098598;
GLD / 2009 / 0318;3.27;2;0.48598598;
GLD / 2009 / 0317;3.27;2;0.432414551;
GLD / 2009 / 0316;3.27;2;0.45473598;
GLD / 2009 / 0310;3.31;2;0.589434256;
GLD / 2009 / 0314;3.31;2;0.721280097;
GLD / 2008 / 018;3.27;2;0.402652646;
DESN_5-2_OBF02700_2008_07_03;3.25;4;1.015397744;
GLD / 2009 / 0311;3.31;2;0.249143874;
DESN_5-2_OBF02500_2008_07_01;3.25;3;0.61098598;
GLD / 2009 / 0309;3.31;2;0.61098598;
GLD / 2008 / 592;3.27;2;0.557414551;
GLD / 2008 / 019;3.27;2;0.52652652;
GLD / 2009 / 0315;3.27;2;0.878843123;
DESN_5-1_OBF01200_2008_07_16;3.571428571;3;0.275961419;
DESN_5-2_OBF02400_2008_07_01;3.25;3;0.35635635;
DESN_5-2_OBF02820_2008_07_03;3.278571429;4;0.557414551;
DESN_5-1_OBF00500_2008_07_16;3.45;4;0.06271278;
DESN_5-1_OBF01300_2008_07_16;3.635714286;3;0.103547626;
DESN_5-1_OBF01500_2008_07_16;3.4875;3;0.189754522;
DESN_5-2_OBF02100_2008_07_01;3.442857143;3;0.472097091;
DESN_5-1_OBF01800_2008_07_16_BF;3.728;4;0.027287679;
DESN_5-1_OBF01900_2008_07_16;3.492857143;4;0.519369127;
DESN_5-1_OBF01600_2008_07_16;3.475;3;0.131133833;
DESN_5-2_OBF02200_2008_07_01;3.442857143;3;0.389211786;
DESN_5-1_OBF00400_2008_07_16;3.45;4;0.28827669;
WB / 2006 / 014;3.27;2;1.108434959;
WB / 2005 / 486;3.27;2;0.73598598;
WB / 2005 / 636;3.27;2;1.260495784;
WB / 2005 / 637;3.31;2;0.458958953;
WB / 2005 / 638;3.31;2;0.73598598;
WB / 2005 / 681;3.31;2;0.911911906;
WB / 2005 / 682;3.31;2;0.569319313;
WB / 2006 / 010;3.27;2;0.994757909;
WB / 2006 / 011;3.27;2;0.890241299;
WB / 2005 / 485;3.27;2;0.700271694;
WB / 2006 / 013;3.27;2;0.832139826;
WB / 2006 / 020;3.27;2;0.61098598;
WB / 2005 / 484;3.27;2;0.693533149;
WB / 2006 / 012;3.27;2;1.07089164;
IN153_52602;0.8;4;0.606100071;
DEHE_24_ab_42_07.07.2004;4.5;4;0.084195057;
DEHE_24_ab_330;4.5;4;0.109705261;
DEHE_24_ab_260_07.07.2004;4.8;4;0.243633833;
DEHE_24_ab_213;4.5;4;0.133836535;
DEHE_24_ab_182;4.5;4;-0.068866167;
DEHE_24_ab_42_28.07.2007;4.5;4;0.050181452;
DEHE_24_ab_252;4.5;4;0.20891161;
DEHE_24_ab_127;4.5;4;0.173069316;
DEHE_24_ab_21;4.5;3;-0.068866167;
DEHE_24_ab_77;4.5;4;0.219595371;
MO_Fa_BF_1;3.5;4;0.104125231;
23370;1.5;2;0.777287679;
13481;2.47;4;0.105033599;
23371;1.5;2;1.606665747;
13468;2.47;4;0.114191108;
13456;2.47;4;0.114191108;
13225;2.47;4;-0.01401402;
13493;2.47;4;-0.01401402;
23369;1.5;2;1.331133833;
22567;1.6;4;0.379851781;
13201;2.47;4;-0.01401402;
13195;2.47;4;-0.01401402;
13183;2.47;4;-0.01401402;
13160;2.47;4;0.08598598;
13237;2.47;4;0.305134916;
23376;1.5;2;0.136613285;
13523;2.47;4;0.334823189;
13547;2.47;4;-0.01401402;
13560;2.47;4;-0.01401402;
13572;2.47;4;-0.01401402;
22565;1.6;4;0.198990975;
13500;2.47;4;-0.01401402;
13470;2.47;4;-0.01401402;
23374;1.5;2;0.347800499;
23373;1.5;2;0.940986049;
23372;1.5;2;0.978008833;
DENI_10003_1;4.4;4;-0.01401402;
DENI_08001_1;4.4;4;0.248298012;
SSR 3776;0.176666667;1;0.768492744;
SSR 3627;0.05;1;0.787269857;
SSR 3777;0.176666667;1;0.750647189;
SSR 3779;0.148333333;1;0.592509307;
SSR 3780;0.223333333;1;0.68979988;
SSR 3782;0.223333333;1;0.683334363;
SSR 3783;0.055;1;0.57237624;
SSR 4120;0.148333333;1;1.103160936;
TA62808001-20130507;6.214068102;4;1.039262057;
TA62808001-20100601;6.214068102;4;0.841893636;
TA65412001-20130502;4.472535845;1;0.366185134;
TA65412001-20100519;4.472535845;1;-0.210737943;
TA65412001-20090429;4.472535845;1;0.146404914;
TA65412001-20080505;4.472535845;1;0.146404914;
TA62708008-20080506;5.515008964;1;0.46233898;
TA62708008-20100601;5.515008964;1;0.767522927;
TA62708008-20090520;5.515008964;1;-0.002404609;
DU210314-20080715;2.024919341;1;0.920214438;
DU210314-20130627;2.024919341;1;0.384500153;
DU210132-20080708;0.609677419;1;0.447156794;
DU210132-20130606;0.609677419;1;0.81198933;
DU210106-20080716;2.200796356;1;0.558492827;
DU210116-20130731;0.609677419;1;0.532505301;
DU210116-20080708;0.609677419;1;0.447156794;
DU210127-20080716;2.236032258;1;0.895031288;
DU210127-20130604;2.236032258;1;0.826997906;
GV09030006-20090417;3.002006434;1;0.447156794;
GV09030006-20090120;3.002006434;1;0.558492827;
GV09030006-20090115;3.002006434;1;-0.032166514;
GV09260005-20090520;3.620742417;1;-0.210737943;
GV09260005-20081219;3.620742417;1;-0.210737943;
GV09230004-20090122;2.956258075;1;0.230438528;
GV09230004-20090416;2.956258075;1;0.804887057;
GV09420003-20090415;4.440176507;1;0.414262057;
GV09420003-20090121;4.440176507;1;0.205928724;
GV09430001-20081222;3.805676042;1;1.160229799;
JU183-20111103;1.208064517;3;0.243807512;
JU183-20120411;1.208064517;3;0.81198933;
JU183-20130417;1.208064517;3;0.767522927;
JU169-20111215;0.955161295;2;0.678150946;
JU169-20120418;0.955161295;2;0.719494615;
JU169-20130409;0.955161295;2;0.841893636;
JU130-20110105;3.631344094;3;0.726762057;
TA62708006-20100629;5.560640679;4;0.489262057;
TA62908005-20100602;4.8044086;1;-0.210737943;
